record_id,timestamp,hour,zone_id,zone_name,road_name,latitude,longitude,dashcam_detection_confidence,pothole_depth_cm,pothole_width_cm,surface_area_sqm,road_roughness_iri,vehicle_vibration_g,approaching_speed_kmh,weather,lighting,severity,repair_urgency,community_reports_count,verified_status,synthetic_label
POT-000086,2026-03-22 20:30:00,20,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.958694,77.703562,0.897,4.0,21.5,0.009,6.34,0.31,46.7,CLEAR,NIGHT_LIT,MEDIUM,PRIORITY_3D,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-000087,2026-03-12 01:53:00,1,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.935336,77.621481,0.882,17.3,97.8,0.169,4.62,1.63,33.6,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-000088,2026-03-12 06:38:00,6,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.979117,77.603889,0.971,9.2,23.0,0.021,6.71,0.79,58.5,CLEAR,DAYLIGHT,HIGH,URGENT_24H,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-000089,2026-03-22 20:44:00,20,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.02201,77.549957,0.953,15.9,54.8,0.087,2.88,3.22,48.8,CLEAR,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000090,2026-01-23 01:14:00,1,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.990673,77.727333,0.84,13.5,68.6,0.093,8.01,1.39,39.5,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-000091,2026-02-01 16:15:00,16,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,13.001588,77.691083,0.954,7.4,86.4,0.064,7.82,0.27,17.8,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000092,2026-03-09 19:50:00,19,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.02351,77.552841,0.936,5.1,87.5,0.045,8.56,3.43,34.2,FOG,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-000093,2026-03-09 23:16:00,23,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.974933,77.609217,0.834,5.5,34.9,0.019,10.75,1.14,57.0,HEAVY_RAIN,NIGHT_LIT,MEDIUM,PRIORITY_3D,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-000094,2026-03-15 15:07:00,15,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.923052,77.652545,0.946,3.5,73.5,0.026,5.25,3.38,33.5,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000095,2026-02-17 10:23:00,10,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.985888,77.728471,0.79,6.1,51.2,0.031,4.7,2.22,21.8,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000096,2026-02-21 16:17:00,16,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.959547,77.699513,0.847,11.9,18.1,0.022,9.16,1.16,15.9,RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000097,2026-03-16 22:18:00,22,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.928763,77.677429,0.964,17.6,37.6,0.066,10.2,1.93,64.3,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-000098,2026-02-15 23:43:00,23,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.91498,77.623161,0.863,5.2,93.5,0.049,10.58,2.0,57.3,HEAVY_RAIN,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000099,2026-03-09 19:34:00,19,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.99482,77.696491,0.903,14.2,54.6,0.078,8.23,2.48,27.2,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000100,2026-03-25 21:07:00,21,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.988518,77.731033,0.928,6.4,43.5,0.028,3.73,1.13,47.1,CLEAR,NIGHT_LIT,HIGH,URGENT_24H,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-000101,2026-02-07 11:21:00,11,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.84151,77.662041,0.803,17.3,33.4,0.058,3.14,0.84,39.7,FOG,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000102,2026-02-22 18:31:00,18,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.957312,77.702448,0.866,13.8,58.0,0.08,5.15,2.6,61.3,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000103,2026-03-19 04:30:00,4,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.937285,77.625399,0.846,13.7,100.9,0.138,9.08,1.13,29.0,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,5,1,SYNTHETIC_DASHCAM_HAZARD
POT-000104,2026-01-24 10:45:00,10,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.931605,77.619882,0.814,9.4,58.3,0.055,6.26,3.31,29.0,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-000105,2026-01-17 22:23:00,22,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.038071,77.593032,0.933,5.9,104.2,0.061,9.97,2.64,51.2,CLEAR,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-000106,2026-02-23 06:06:00,6,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.968839,77.643773,0.88,17.3,39.7,0.069,10.11,2.73,57.6,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,4,1,SYNTHETIC_DASHCAM_HAZARD
POT-000107,2026-01-24 18:43:00,18,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.952198,77.701021,0.958,9.0,85.0,0.076,4.82,2.25,33.8,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-000108,2026-02-07 04:39:00,4,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.924665,77.678422,0.794,6.8,94.5,0.064,10.05,3.4,30.4,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000109,2026-02-28 02:01:00,2,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.938512,77.627962,0.943,10.4,74.9,0.078,4.86,0.57,21.9,CLOUDY,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,4,1,SYNTHETIC_DASHCAM_HAZARD
POT-000110,2026-03-22 16:25:00,16,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.034431,77.59793,0.837,14.6,73.4,0.107,8.32,1.73,48.5,RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000111,2026-03-03 13:48:00,13,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.922429,77.648777,0.807,13.4,66.1,0.089,4.68,3.04,34.1,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,5,1,SYNTHETIC_DASHCAM_HAZARD
POT-000112,2026-03-30 19:20:00,19,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,13.001975,77.695443,0.942,9.1,92.1,0.084,7.99,0.86,57.8,RAIN,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000113,2026-01-09 06:59:00,6,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.97055,77.644782,0.849,13.7,27.6,0.038,6.3,1.05,41.5,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000114,2026-03-01 13:44:00,13,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.99898,77.69436,0.792,3.0,22.8,0.007,9.8,2.26,46.6,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-000115,2026-01-15 15:48:00,15,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.915866,77.648492,0.823,17.6,17.4,0.031,10.25,1.31,32.8,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,4,1,SYNTHETIC_DASHCAM_HAZARD
POT-000116,2026-02-12 12:49:00,12,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.973984,77.645104,0.914,7.0,75.9,0.053,3.04,3.07,33.6,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-000117,2026-02-07 15:23:00,15,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.940094,77.623488,0.877,11.5,28.8,0.033,6.34,3.25,25.7,HEAVY_RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000118,2026-03-09 16:52:00,16,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.953491,77.703056,0.97,12.6,68.4,0.086,10.13,1.62,60.3,HEAVY_RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-000119,2026-02-22 18:03:00,18,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.026787,77.55561,0.808,11.0,59.2,0.065,10.61,1.64,37.0,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-000120,2026-01-01 17:09:00,17,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.990211,77.732451,0.845,16.3,34.3,0.056,5.95,1.83,42.6,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,4,1,SYNTHETIC_DASHCAM_HAZARD
POT-000121,2026-02-08 09:38:00,9,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.930056,77.676012,0.862,13.7,17.0,0.023,2.52,0.84,27.9,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000122,2026-01-21 03:11:00,3,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.037681,77.59474,0.833,4.6,25.8,0.012,10.58,3.43,49.8,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,4,1,SYNTHETIC_DASHCAM_HAZARD
POT-000123,2026-01-06 02:13:00,2,BLR-SILK-01,Silk Board Junction,Hosur Road / Outer Ring Road,12.919331,77.622651,0.924,11.0,59.0,0.065,9.38,1.73,18.7,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-000124,2026-01-24 10:57:00,10,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.031487,77.59879,0.838,17.6,25.8,0.045,8.47,0.34,51.3,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000125,2026-02-11 18:49:00,18,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.952693,77.699414,0.93,15.7,83.9,0.132,7.86,2.19,43.4,FOG,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-000126,2026-02-28 13:19:00,13,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.850074,77.659645,0.909,11.2,109.5,0.123,3.08,2.76,26.1,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000127,2026-03-05 06:46:00,6,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.971717,77.642364,0.813,15.1,107.3,0.162,8.62,2.13,61.2,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-000128,2026-03-25 14:02:00,14,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.969399,77.645773,0.91,9.4,53.2,0.05,2.84,2.65,26.9,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-000129,2026-03-10 04:13:00,4,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.95758,77.701387,0.847,12.7,20.3,0.026,7.94,0.87,56.2,CLEAR,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,4,1,SYNTHETIC_DASHCAM_HAZARD
POT-000130,2026-01-22 01:05:00,1,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.040773,77.593206,0.801,16.0,54.4,0.087,10.62,2.37,51.0,CLOUDY,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000131,2026-02-04 01:22:00,1,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.96148,77.6971,0.989,11.6,98.2,0.114,10.26,1.36,38.1,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-000132,2026-01-21 14:00:00,14,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.91629,77.652761,0.783,17.3,39.0,0.067,9.73,0.56,23.9,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000133,2026-03-14 11:05:00,11,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.997019,77.688581,0.871,12.1,22.9,0.028,5.6,1.83,24.8,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000134,2026-01-09 05:30:00,5,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.91608,77.652077,0.963,2.2,102.8,0.023,6.47,2.83,22.4,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-000135,2026-03-27 03:33:00,3,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.966902,77.645881,0.843,3.4,92.0,0.031,2.99,2.02,17.2,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-000136,2026-02-25 07:36:00,7,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.989463,77.732753,0.847,5.1,56.4,0.029,6.77,1.02,63.1,HEAVY_RAIN,DAYLIGHT,HIGH,URGENT_24H,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000137,2026-01-20 19:35:00,19,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.970052,77.64316,0.974,12.0,85.3,0.102,5.13,2.78,17.2,CLEAR,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-000138,2026-03-25 05:47:00,5,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.973191,77.609734,0.891,3.9,75.0,0.029,6.89,1.73,60.4,CLEAR,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000139,2026-01-04 05:34:00,5,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.933646,77.628127,0.972,7.2,91.6,0.066,2.55,0.34,39.0,CLOUDY,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000140,2026-01-08 14:10:00,14,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.939191,77.621409,0.976,17.8,77.9,0.139,6.37,0.91,29.9,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000141,2026-03-19 03:04:00,3,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.025281,77.551925,0.902,7.5,96.4,0.072,4.36,3.11,42.1,CLOUDY,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000142,2026-01-04 11:53:00,11,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.976701,77.605665,0.916,11.5,16.9,0.019,3.19,2.1,45.6,HEAVY_RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000143,2026-03-21 11:13:00,11,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.040101,77.59547,0.831,6.4,44.9,0.029,4.35,1.08,52.8,CLEAR,DAYLIGHT,HIGH,URGENT_24H,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000144,2026-01-24 10:50:00,10,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.840467,77.658665,0.927,10.9,67.4,0.073,8.88,1.3,24.9,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000145,2026-03-31 10:48:00,10,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.036843,77.598298,0.911,4.0,101.5,0.041,8.24,2.57,29.7,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000146,2026-03-07 23:21:00,23,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.974742,77.638552,0.863,5.1,99.3,0.051,9.48,2.09,48.5,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-000147,2026-02-06 23:53:00,23,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.928423,77.672333,0.818,3.5,75.6,0.026,3.09,3.46,63.3,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000148,2026-01-23 18:02:00,18,BLR-HEBBL-04,Hebbal Flyover,Airport Road / Bellary Road,13.035766,77.592676,0.915,4.5,55.3,0.025,3.47,2.7,39.5,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000149,2026-01-14 09:32:00,9,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.952927,77.703129,0.798,10.3,58.8,0.061,10.88,3.44,58.1,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,4,1,SYNTHETIC_DASHCAM_HAZARD
POT-000150,2026-02-08 03:11:00,3,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.930916,77.676886,0.887,6.0,31.6,0.019,3.0,1.35,44.9,RAIN,NIGHT_UNLIT,MEDIUM,PRIORITY_3D,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-000151,2026-02-10 20:26:00,20,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.97781,77.603188,0.88,7.7,81.6,0.063,3.86,0.44,27.4,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-000152,2026-03-24 10:14:00,10,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.998178,77.690434,0.989,6.2,24.1,0.015,3.25,2.85,58.7,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000153,2026-02-13 23:16:00,23,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.977832,77.606219,0.929,14.3,102.6,0.147,9.97,0.92,58.7,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000154,2026-03-27 19:43:00,19,BLR-BELLAN-06,Bellandur EcoSpace,Outer Ring Road IT Corridor,12.923087,77.674711,0.806,18.4,38.8,0.071,6.47,1.37,21.9,FOG,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000155,2026-03-11 12:23:00,12,BLR-YESHW-12,Yeshwanthpur TTMC Circle,Tumkur Road / Subedarchatram Rd,13.028227,77.552883,0.897,3.9,105.5,0.041,7.97,0.88,63.6,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,4,1,SYNTHETIC_DASHCAM_HAZARD
POT-000156,2026-01-24 19:25:00,19,BLR-MGROAD-11,MG Road Brigade Jn,Mahatma Gandhi Road,12.971948,77.609009,0.958,14.7,89.2,0.131,3.08,2.94,38.1,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-000157,2026-01-03 23:21:00,23,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.921298,77.650876,0.877,16.0,73.8,0.118,8.33,1.22,50.4,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-000158,2026-01-15 03:01:00,3,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.986627,77.727951,0.938,11.3,51.9,0.059,6.53,0.38,63.3,CLEAR,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-000159,2026-02-03 00:16:00,0,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.940149,77.622303,0.809,7.5,22.2,0.017,9.16,1.89,17.0,CLOUDY,NIGHT_UNLIT,HIGH,URGENT_24H,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-000160,2026-01-20 10:01:00,10,BLR-ECITY-02,Electronic City Toll,Hosur Elevated Expressway,12.850168,77.66425,0.96,4.3,33.4,0.014,3.11,2.04,34.9,CLEAR,DAYLIGHT,HIGH,URGENT_24H,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-000161,2026-03-23 13:23:00,13,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.961162,77.704647,0.826,4.3,61.8,0.027,7.27,0.72,40.8,HEAVY_RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000162,2026-02-05 06:20:00,6,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.974692,77.643631,0.849,15.1,33.4,0.05,3.22,1.43,29.0,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,5,1,SYNTHETIC_DASHCAM_HAZARD
POT-000163,2026-03-07 07:19:00,7,BLR-INDIRA-10,Indiranagar 100ft Road,100ft Road CMH Junction,12.97113,77.64348,0.921,3.0,90.1,0.027,5.22,1.44,60.2,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,3,1,SYNTHETIC_DASHCAM_HAZARD
POT-000164,2026-02-16 06:53:00,6,BLR-KORAM-09,Koramangala Sony World Jn,100 Feet Intermediate Ring Road,12.93808,77.621037,0.791,13.3,22.1,0.029,10.75,0.59,23.4,RAIN,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000165,2026-01-10 04:55:00,4,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.98763,77.73544,0.905,14.8,23.1,0.034,9.93,2.24,27.7,FOG,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000166,2026-03-21 11:24:00,11,BLR-MARATH-05,Marathahalli Bridge,Outer Ring Road,12.955258,77.69676,0.852,15.3,55.6,0.085,7.02,0.46,61.7,CLEAR,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,1,0,SYNTHETIC_DASHCAM_HAZARD
POT-000167,2026-01-21 23:15:00,23,BLR-KRPUR-03,KR Puram Hanging Bridge,Old Madras Road / ORR,12.9961,77.694247,0.796,11.0,108.8,0.12,10.05,1.49,29.7,RAIN,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
POT-000168,2026-01-21 08:50:00,8,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.988608,77.735416,0.815,4.5,18.9,0.009,2.91,3.28,64.4,CLOUDY,DAYLIGHT,CRITICAL,EMERGENCY_IMMEDIATE,4,1,SYNTHETIC_DASHCAM_HAZARD
POT-000169,2026-03-08 19:21:00,19,BLR-ORR-08,Outer Ring Road Sarjapur Jn,Sarjapur-ORR Junction,12.919936,77.643904,0.816,3.4,74.0,0.025,2.74,0.64,50.1,FOG,NIGHT_LIT,CRITICAL,EMERGENCY_IMMEDIATE,4,1,SYNTHETIC_DASHCAM_HAZARD
POT-000170,2026-03-07 20:32:00,20,BLR-WFIELD-07,Whitefield ITPL Main Gate,ITPL Main Road,12.982759,77.732223,0.887,3.9,92.0,0.036,3.81,0.72,54.3,CLEAR,NIGHT_UNLIT,CRITICAL,EMERGENCY_IMMEDIATE,2,1,SYNTHETIC_DASHCAM_HAZARD
