incident_id,vehicle_id,vehicle_speed_kmh,deceleration_mps2,jerk_mps3,heading_change_deg,airbag_trigger,impact_sensor_indicator,collision_distance_m,braking_status,nearby_vehicle_count,vehicle_density,road_condition,weather_condition,visibility_km,calculated_collision_probability,road_blockage_probability,emergency_required,severity,accident_detected_label,telemetry_source
ACC-REC-000118,VEH-057,15.3,2.18,3.71,2.2,0,0.083,195.3,NORMAL,9,0.36,GOOD,CLOUDY,2.0,0.083,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000119,VEH-121,20.6,7.06,15.08,16.5,0,0.221,14.5,HARD_BRAKING,9,0.47,POOR,CLEAR,10.0,0.342,0.41,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-000120,VEH-033,10.0,1.03,1.43,3.7,0,0.055,246.0,NORMAL,7,0.33,GOOD,CLEAR,10.0,0.042,0.09,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000121,VEH-051,53.3,0.84,1.08,11.6,0,0.128,210.4,NORMAL,9,0.67,POOR,CLEAR,10.0,0.05,0.1,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000122,VEH-064,60.2,3.12,3.07,2.2,0,0.031,89.1,NONE,8,0.38,FAIR,HEAVY_RAIN,2.0,0.094,0.1,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000123,VEH-100,78.0,1.52,2.34,5.5,0,0.111,171.5,NONE,10,0.44,GOOD,CLEAR,10.0,0.068,0.1,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000124,VEH-145,67.0,7.14,11.7,8.3,0,0.449,26.3,HARD_BRAKING,5,0.32,UNDER_CONSTRUCTION,HEAVY_RAIN,2.0,0.355,0.43,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-000125,VEH-028,29.0,8.62,52.52,37.0,1,0.706,1.6,CRASH_STOP,8,0.32,UNDER_CONSTRUCTION,CLOUDY,2.0,0.629,0.96,1,HIGH,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000126,VEH-144,23.1,0.45,2.83,15.6,0,0.112,211.1,NONE,9,0.57,POOR,RAIN,5.0,0.043,0.09,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000127,VEH-017,31.0,1.73,3.68,3.1,0,0.132,114.1,LIGHT,9,0.61,GOOD,CLOUDY,2.0,0.082,0.1,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000128,VEH-014,58.8,0.53,1.47,0.7,0,0.147,67.6,NORMAL,13,0.82,UNDER_CONSTRUCTION,FOG,2.0,0.048,0.02,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000129,VEH-125,77.8,0.97,2.71,11.9,0,0.058,153.2,NONE,15,0.86,GOOD,FOG,2.0,0.045,0.02,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000130,VEH-028,60.5,3.01,0.67,1.7,0,0.09,155.9,NORMAL,8,0.42,FAIR,RAIN,5.0,0.095,0.08,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000131,VEH-085,16.7,2.07,3.33,1.4,0,0.054,235.1,NORMAL,9,0.57,FAIR,CLEAR,10.0,0.074,0.12,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000132,VEH-074,43.3,7.28,6.45,25.1,0,0.289,25.4,HARD_BRAKING,10,0.43,POOR,RAIN,5.0,0.31,0.57,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-000133,VEH-110,72.5,2.72,1.54,4.7,0,0.114,133.3,NORMAL,13,0.92,UNDER_CONSTRUCTION,CLOUDY,2.0,0.096,0.09,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000134,VEH-166,15.0,2.22,3.67,8.5,0,0.072,170.2,NONE,14,0.72,GOOD,FOG,2.0,0.082,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000135,VEH-092,23.3,0.1,3.08,6.8,0,0.054,93.2,NORMAL,14,0.79,GOOD,CLOUDY,2.0,0.024,0.08,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000136,VEH-120,50.7,2.33,2.04,8.3,0,0.104,154.1,NONE,13,0.79,GOOD,CLOUDY,2.0,0.086,0.14,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000137,VEH-170,75.5,2.68,3.89,13.7,0,0.108,57.2,LIGHT,10,0.46,POOR,CLOUDY,2.0,0.102,0.14,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000138,VEH-019,55.1,3.76,2.59,3.4,0,0.002,216.3,LIGHT,14,0.84,POOR,CLOUDY,2.0,0.103,0.15,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000139,VEH-130,29.3,3.49,0.9,4.7,0,0.13,134.1,LIGHT,15,0.85,UNDER_CONSTRUCTION,CLOUDY,2.0,0.116,0.08,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000140,VEH-128,19.4,1.28,2.04,8.4,0,0.071,109.9,NONE,6,0.48,UNDER_CONSTRUCTION,CLOUDY,2.0,0.053,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000141,VEH-048,29.8,2.6,3.98,5.0,0,0.039,212.0,LIGHT,7,0.36,POOR,CLEAR,10.0,0.086,0.09,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000142,VEH-114,42.9,10.72,55.11,141.0,1,0.926,5.2,CRASH_STOP,13,0.81,UNDER_CONSTRUCTION,RAIN,5.0,0.727,0.94,1,HIGH,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000143,VEH-196,38.8,6.42,7.89,21.7,0,0.212,27.5,HARD_BRAKING,8,0.41,UNDER_CONSTRUCTION,RAIN,5.0,0.274,0.59,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-000144,VEH-185,91.5,0.26,0.17,3.1,0,0.108,169.1,NORMAL,10,0.51,FAIR,HEAVY_RAIN,2.0,0.029,0.14,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000145,VEH-110,83.0,3.72,1.28,4.3,0,0.046,221.3,LIGHT,13,0.9,UNDER_CONSTRUCTION,FOG,2.0,0.106,0.03,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000146,VEH-049,40.2,1.46,0.31,9.5,0,0.084,150.8,LIGHT,13,0.84,FAIR,CLOUDY,2.0,0.054,0.14,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000147,VEH-115,74.1,1.45,3.86,1.2,0,0.062,130.1,NONE,11,0.56,GOOD,HEAVY_RAIN,2.0,0.062,0.15,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000148,VEH-131,60.9,8.07,11.89,18.5,0,0.347,25.8,HARD_BRAKING,13,0.69,FAIR,CLOUDY,2.0,0.359,0.55,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-000149,VEH-194,41.1,2.66,2.65,3.4,0,0.018,155.9,NONE,10,0.69,UNDER_CONSTRUCTION,RAIN,5.0,0.079,0.1,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000150,VEH-057,10.7,2.64,3.45,5.4,0,0.073,137.0,NORMAL,8,0.61,FAIR,CLOUDY,2.0,0.092,0.12,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000151,VEH-050,83.2,10.35,51.64,51.4,1,0.87,0.0,CRASH_STOP,7,0.46,UNDER_CONSTRUCTION,HEAVY_RAIN,2.0,0.705,0.84,1,HIGH,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000152,VEH-054,92.8,13.3,63.39,149.8,1,0.767,0.1,CRASH_STOP,8,0.54,GOOD,HEAVY_RAIN,2.0,0.797,0.8,1,HIGH,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000153,VEH-191,91.3,3.5,0.37,0.9,0,0.032,190.7,LIGHT,13,0.69,GOOD,CLOUDY,2.0,0.095,0.07,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000154,VEH-009,23.8,2.0,2.77,5.5,0,0.056,208.6,NONE,7,0.35,FAIR,CLEAR,10.0,0.07,0.03,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000155,VEH-037,53.8,0.98,2.3,5.8,0,0.098,73.8,LIGHT,14,0.88,UNDER_CONSTRUCTION,CLEAR,10.0,0.052,0.11,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000156,VEH-042,57.6,3.8,1.12,2.3,0,0.071,63.2,NONE,14,0.75,GOOD,CLEAR,10.0,0.113,0.02,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000157,VEH-160,20.8,0.19,1.36,2.1,0,0.025,163.6,NORMAL,6,0.28,UNDER_CONSTRUCTION,HEAVY_RAIN,2.0,0.014,0.07,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000158,VEH-087,59.4,7.97,10.48,4.3,0,0.228,16.4,HARD_BRAKING,9,0.4,GOOD,FOG,2.0,0.347,0.64,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-000159,VEH-149,50.7,2.58,3.69,2.1,0,0.133,138.1,LIGHT,8,0.31,GOOD,CLEAR,10.0,0.103,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000160,VEH-015,52.4,2.78,3.87,11.2,0,0.069,198.1,LIGHT,12,0.63,UNDER_CONSTRUCTION,CLOUDY,2.0,0.096,0.01,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000161,VEH-085,29.6,0.95,2.27,4.4,0,0.064,228.1,NONE,10,0.77,FAIR,CLEAR,10.0,0.044,0.12,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000162,VEH-191,64.0,1.59,2.43,5.3,0,0.138,139.5,LIGHT,11,0.66,UNDER_CONSTRUCTION,RAIN,5.0,0.075,0.06,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000163,VEH-067,47.1,0.82,3.71,10.8,0,0.033,97.2,LIGHT,13,0.91,FAIR,RAIN,5.0,0.039,0.09,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000164,VEH-126,43.7,0.14,1.87,3.0,0,0.146,199.4,NORMAL,8,0.54,POOR,FOG,2.0,0.039,0.01,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000165,VEH-076,19.8,4.71,6.47,26.6,0,0.202,25.8,HARD_BRAKING,11,0.56,GOOD,CLEAR,10.0,0.228,0.55,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-000166,VEH-132,85.4,1.38,2.99,10.1,0,0.039,38.4,NONE,7,0.38,FAIR,CLOUDY,2.0,0.075,0.14,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000167,VEH-048,10.4,3.0,2.25,1.0,0,0.012,168.0,NORMAL,7,0.55,POOR,CLOUDY,2.0,0.085,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000168,VEH-174,56.2,0.05,2.84,4.0,0,0.032,203.0,NORMAL,16,0.89,GOOD,CLOUDY,2.0,0.017,0.06,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000169,VEH-167,59.4,4.82,15.48,23.8,0,0.288,13.6,HARD_BRAKING,13,0.65,UNDER_CONSTRUCTION,HEAVY_RAIN,2.0,0.302,0.45,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-000170,VEH-086,37.3,1.05,2.58,7.1,0,0.134,129.4,LIGHT,10,0.46,FAIR,CLEAR,10.0,0.062,0.1,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000171,VEH-110,75.7,2.27,2.43,6.9,0,0.079,135.7,NONE,10,0.61,POOR,CLEAR,10.0,0.081,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000172,VEH-137,67.7,0.67,1.79,6.3,0,0.1,87.2,LIGHT,11,0.55,GOOD,CLOUDY,2.0,0.043,0.08,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000173,VEH-047,55.5,2.22,1.43,1.9,0,0.115,203.9,NORMAL,7,0.56,FAIR,FOG,2.0,0.083,0.03,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000174,VEH-085,62.5,3.22,3.35,6.8,0,0.076,141.0,NONE,14,0.94,FAIR,RAIN,5.0,0.107,0.13,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000175,VEH-054,76.8,1.05,1.43,8.8,0,0.047,113.1,NONE,12,0.9,UNDER_CONSTRUCTION,CLOUDY,2.0,0.04,0.14,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000176,VEH-147,33.3,6.68,15.89,0.6,0,0.431,7.7,HARD_BRAKING,8,0.62,GOOD,HEAVY_RAIN,2.0,0.391,0.36,0,LOW,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-000177,VEH-097,84.8,1.49,2.01,2.3,0,0.037,93.7,NORMAL,10,0.59,GOOD,CLOUDY,2.0,0.051,0.12,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000178,VEH-181,89.3,2.98,3.02,5.7,0,0.049,153.8,NORMAL,7,0.44,FAIR,RAIN,5.0,0.094,0.01,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000179,VEH-093,14.1,0.9,3.01,2.4,0,0.064,62.2,NORMAL,11,0.53,FAIR,CLOUDY,2.0,0.045,0.09,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000180,VEH-179,52.1,0.76,1.11,7.6,0,0.093,160.3,NORMAL,14,0.86,GOOD,CLEAR,10.0,0.041,0.02,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000181,VEH-191,50.3,0.39,0.37,2.8,0,0.107,235.7,LIGHT,5,0.39,GOOD,CLOUDY,2.0,0.032,0.14,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000182,VEH-136,89.2,0.35,1.51,5.3,0,0.136,154.8,NORMAL,4,0.32,FAIR,HEAVY_RAIN,2.0,0.041,0.06,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000183,VEH-183,71.2,3.04,0.42,0.2,0,0.038,69.0,NONE,6,0.46,GOOD,CLOUDY,2.0,0.085,0.13,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000184,VEH-197,63.2,14.62,66.13,124.7,1,0.727,4.8,CRASH_STOP,10,0.58,UNDER_CONSTRUCTION,RAIN,5.0,0.822,0.84,1,HIGH,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000185,VEH-186,10.2,2.17,2.33,3.6,0,0.0,218.1,NONE,11,0.59,FAIR,HEAVY_RAIN,2.0,0.062,0.03,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000186,VEH-135,64.3,0.29,1.56,0.8,0,0.052,210.8,NORMAL,7,0.46,UNDER_CONSTRUCTION,CLOUDY,2.0,0.023,0.09,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000187,VEH-150,72.9,2.34,1.35,8.8,0,0.005,68.7,NORMAL,9,0.57,FAIR,FOG,2.0,0.064,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000188,VEH-072,32.9,2.95,3.47,0.8,0,0.045,185.5,NONE,15,0.81,POOR,CLOUDY,2.0,0.094,0.06,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000189,VEH-018,32.4,3.03,0.88,4.0,0,0.14,35.3,NORMAL,7,0.42,GOOD,CLEAR,10.0,0.136,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000190,VEH-059,28.5,0.34,0.47,6.8,0,0.107,226.4,LIGHT,6,0.35,GOOD,FOG,2.0,0.031,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000191,VEH-134,46.8,0.39,2.66,2.6,0,0.062,98.2,NORMAL,9,0.41,FAIR,FOG,2.0,0.031,0.14,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000192,VEH-046,76.8,2.6,1.67,3.3,0,0.089,183.7,NORMAL,15,0.79,UNDER_CONSTRUCTION,CLEAR,10.0,0.088,0.09,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000193,VEH-135,26.4,0.95,3.23,0.9,0,0.043,152.3,LIGHT,7,0.26,FAIR,CLOUDY,2.0,0.043,0.06,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000194,VEH-083,39.8,0.64,3.66,10.6,0,0.121,149.7,NORMAL,7,0.51,POOR,CLOUDY,2.0,0.052,0.07,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000195,VEH-114,88.5,2.49,1.92,1.7,0,0.131,35.4,LIGHT,9,0.58,FAIR,RAIN,5.0,0.124,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000196,VEH-157,69.7,0.29,1.76,11.1,0,0.129,167.5,NONE,12,0.63,FAIR,RAIN,5.0,0.039,0.13,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000197,VEH-118,58.5,3.77,2.35,2.8,0,0.03,188.6,LIGHT,15,0.92,UNDER_CONSTRUCTION,FOG,2.0,0.108,0.03,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000198,VEH-050,80.0,10.05,49.81,144.3,0,0.79,0.6,CRASH_STOP,6,0.43,GOOD,HEAVY_RAIN,2.0,0.674,0.9,1,MEDIUM,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000199,VEH-125,71.8,0.17,0.28,12.8,0,0.104,39.2,NORMAL,10,0.46,POOR,RAIN,5.0,0.048,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000200,VEH-152,19.5,2.16,3.79,7.0,0,0.016,244.4,LIGHT,16,0.92,FAIR,FOG,2.0,0.07,0.04,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000201,VEH-119,22.6,15.12,43.51,56.9,1,0.751,2.0,CRASH_STOP,9,0.43,FAIR,FOG,2.0,0.769,0.91,1,CRITICAL,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000202,VEH-062,54.9,12.07,73.24,112.9,1,0.911,3.2,CRASH_STOP,13,0.67,GOOD,CLOUDY,2.0,0.822,0.76,1,HIGH,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000203,VEH-067,18.1,3.32,0.25,1.1,0,0.041,107.6,NORMAL,10,0.59,GOOD,CLOUDY,2.0,0.092,0.01,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000204,VEH-161,18.0,6.72,16.11,9.8,0,0.239,13.9,HARD_BRAKING,10,0.75,FAIR,HEAVY_RAIN,2.0,0.342,0.58,0,LOW,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-000205,VEH-093,36.7,2.72,1.72,13.7,0,0.146,185.2,NORMAL,10,0.43,GOOD,HEAVY_RAIN,2.0,0.103,0.07,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000206,VEH-045,55.1,2.43,1.06,3.3,0,0.131,177.9,NONE,5,0.29,FAIR,CLEAR,10.0,0.09,0.09,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000207,VEH-068,44.5,6.72,14.18,15.3,0,0.478,12.6,HARD_BRAKING,12,0.67,UNDER_CONSTRUCTION,CLOUDY,2.0,0.386,0.49,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-000208,VEH-165,61.6,3.4,2.1,1.8,0,0.048,122.0,NORMAL,9,0.46,UNDER_CONSTRUCTION,HEAVY_RAIN,2.0,0.102,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000209,VEH-031,84.5,2.77,0.63,3.5,0,0.048,58.2,NORMAL,8,0.6,POOR,HEAVY_RAIN,2.0,0.081,0.14,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000210,VEH-047,58.2,4.55,6.84,0.9,0,0.267,21.5,HARD_BRAKING,14,0.8,FAIR,CLOUDY,2.0,0.247,0.52,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-000211,VEH-102,14.3,5.22,17.55,2.9,0,0.229,4.0,HARD_BRAKING,12,0.8,GOOD,CLOUDY,2.0,0.327,0.55,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-000212,VEH-008,81.9,0.7,0.92,1.0,0,0.098,87.7,NORMAL,10,0.69,FAIR,CLOUDY,2.0,0.04,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000213,VEH-126,23.5,0.57,2.0,10.2,0,0.123,122.3,NORMAL,11,0.55,GOOD,CLOUDY,2.0,0.046,0.08,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000214,VEH-178,51.5,7.08,14.27,28.1,0,0.249,10.2,HARD_BRAKING,6,0.3,UNDER_CONSTRUCTION,CLOUDY,2.0,0.354,0.48,0,MEDIUM,POSSIBLE_COLLISION,SIMULATED V2V TELEMETRY
ACC-REC-000215,VEH-132,88.6,2.32,3.6,9.0,0,0.108,164.3,NORMAL,12,0.72,UNDER_CONSTRUCTION,RAIN,5.0,0.092,0.1,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000216,VEH-001,76.7,0.04,1.12,3.4,0,0.061,93.7,LIGHT,14,0.82,FAIR,CLOUDY,2.0,0.017,0.13,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000217,VEH-168,35.3,2.62,2.66,0.1,0,0.072,138.0,LIGHT,9,0.65,POOR,HEAVY_RAIN,2.0,0.089,0.09,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000218,VEH-023,22.5,18.19,57.02,176.8,1,0.747,4.0,CRASH_STOP,7,0.36,FAIR,CLEAR,10.0,0.886,0.75,1,HIGH,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000219,VEH-189,92.0,15.74,26.25,163.2,1,0.866,3.3,CRASH_STOP,8,0.4,GOOD,CLOUDY,2.0,0.748,0.97,1,HIGH,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000220,VEH-142,21.2,3.63,3.31,3.1,0,0.032,39.6,LIGHT,16,0.9,UNDER_CONSTRUCTION,RAIN,5.0,0.129,0.03,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000221,VEH-088,19.1,1.42,3.42,6.8,0,0.089,121.4,LIGHT,12,0.61,UNDER_CONSTRUCTION,CLEAR,10.0,0.065,0.1,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000222,VEH-038,84.9,12.37,63.44,69.9,1,0.758,0.8,CRASH_STOP,8,0.43,GOOD,CLEAR,10.0,0.771,0.92,1,CRITICAL,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000223,VEH-171,26.3,3.33,0.32,4.1,0,0.07,47.2,NORMAL,11,0.83,UNDER_CONSTRUCTION,HEAVY_RAIN,2.0,0.104,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000224,VEH-138,45.1,2.84,0.88,9.5,0,0.142,176.4,LIGHT,12,0.76,POOR,RAIN,5.0,0.102,0.05,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000225,VEH-114,14.7,0.27,0.9,4.4,0,0.025,216.4,NONE,8,0.59,POOR,HEAVY_RAIN,2.0,0.015,0.14,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000226,VEH-185,80.7,1.31,3.44,5.4,0,0.072,197.5,NORMAL,15,0.94,UNDER_CONSTRUCTION,CLEAR,10.0,0.059,0.12,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000227,VEH-146,58.7,0.75,1.97,7.2,0,0.031,94.8,LIGHT,5,0.35,GOOD,CLEAR,10.0,0.032,0.09,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000228,VEH-161,37.1,0.43,1.61,4.4,0,0.092,219.2,LIGHT,12,0.9,POOR,HEAVY_RAIN,2.0,0.035,0.13,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000229,VEH-024,57.1,0.78,3.01,9.4,0,0.119,41.5,LIGHT,5,0.4,FAIR,FOG,2.0,0.07,0.07,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000230,VEH-108,55.7,17.06,41.38,152.7,1,0.921,1.7,CRASH_STOP,10,0.43,GOOD,CLEAR,10.0,0.845,0.83,1,CRITICAL,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000231,VEH-073,12.3,2.79,1.63,3.4,0,0.019,190.3,NORMAL,15,0.79,GOOD,CLOUDY,2.0,0.079,0.11,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000232,VEH-156,51.2,14.3,53.42,112.0,1,0.747,5.2,CRASH_STOP,9,0.5,FAIR,RAIN,5.0,0.775,0.88,1,HIGH,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000233,VEH-083,20.7,2.52,2.44,3.9,0,0.067,149.5,LIGHT,7,0.57,UNDER_CONSTRUCTION,CLOUDY,2.0,0.085,0.1,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000234,VEH-190,30.2,0.63,0.81,8.2,0,0.074,205.0,NORMAL,15,0.82,GOOD,RAIN,5.0,0.033,0.07,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000235,VEH-078,33.4,0.52,2.68,4.1,0,0.071,55.7,NONE,10,0.53,GOOD,CLEAR,10.0,0.036,0.0,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000236,VEH-078,84.2,13.29,49.05,55.9,1,0.884,2.7,CRASH_STOP,5,0.31,POOR,HEAVY_RAIN,2.0,0.767,0.96,1,CRITICAL,ACCIDENT,SIMULATED V2V TELEMETRY
ACC-REC-000237,VEH-197,49.2,1.72,1.34,7.1,0,0.133,245.5,NORMAL,13,0.76,GOOD,CLEAR,10.0,0.074,0.01,0,NONE,NO_ACCIDENT,SIMULATED V2V TELEMETRY
