multimodal_id,zone_name,hour,time_of_day_period,traffic_density,average_speed_kmh,accident_probability,pedestrian_risk,road_condition_score,noise_db,emergency_vehicle_present,incident_risk_score,traffic_impact_score,data_source
MM-REC-000164,Electronic City Toll,6,night,0.919,11.0,0.93,0.811,0.79,87.9,0,78.0,85.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000165,MG Road Brigade Jn,19,evening_peak,0.78,11.6,0.57,0.514,0.93,92.7,0,50.9,69.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000166,Whitefield ITPL Main Gate,17,evening_peak,0.919,9.4,0.074,0.174,0.77,89.0,0,23.8,62.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000167,Indiranagar 100ft Road,22,night,0.534,19.3,0.786,0.363,0.78,87.0,0,54.7,56.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000168,Marathahalli Bridge,17,evening_peak,0.794,9.0,0.143,0.54,0.79,94.8,1,38.9,63.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000169,Bellandur EcoSpace,19,evening_peak,0.806,5.1,0.043,0.097,0.77,96.3,1,23.8,60.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000170,Outer Ring Road Sarjapur Jn,9,morning_peak,0.476,10.7,0.762,0.752,0.68,90.3,0,63.4,63.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000171,KR Puram Hanging Bridge,3,night,0.733,9.1,0.564,0.865,0.67,92.4,0,61.3,72.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000172,Koramangala Sony World Jn,3,night,0.316,18.5,0.971,0.261,0.84,85.1,0,56.6,50.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000173,Indiranagar 100ft Road,1,night,0.352,23.9,0.43,0.906,0.84,83.8,0,48.9,43.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000174,Silk Board Junction,7,night,0.435,11.5,0.596,0.116,0.69,94.6,1,44.3,51.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000175,Electronic City Toll,5,night,0.542,25.7,0.316,0.502,0.92,86.4,0,35.7,43.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000176,Outer Ring Road Sarjapur Jn,16,afternoon,0.504,11.2,0.087,0.162,0.76,90.3,0,17.9,45.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000177,Silk Board Junction,8,morning_peak,0.82,5.4,0.799,0.379,0.66,96.2,0,61.1,78.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000178,Electronic City Toll,7,night,0.614,22.0,0.334,0.355,0.82,86.4,1,39.9,48.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000179,Bellandur EcoSpace,3,night,0.822,5.6,0.357,0.561,0.68,96.2,0,45.6,71.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000180,MG Road Brigade Jn,4,night,0.479,18.3,0.701,0.079,0.93,89.9,0,41.4,50.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000181,Electronic City Toll,22,night,0.32,31.5,0.161,0.699,0.87,80.9,0,30.8,29.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000182,Marathahalli Bridge,20,evening_peak,0.97,5.8,0.687,0.262,0.79,95.9,0,54.1,80.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000183,MG Road Brigade Jn,5,night,0.958,7.6,0.904,0.172,0.96,94.4,0,59.7,82.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000184,KR Puram Hanging Bridge,11,morning_peak,0.434,14.5,0.181,0.848,0.55,91.6,0,40.4,48.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000185,Indiranagar 100ft Road,5,night,0.375,24.9,0.868,0.327,0.91,82.6,0,53.8,47.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000186,Yeshwanthpur TTMC Circle,7,night,0.691,12.1,0.709,0.256,0.67,90.7,0,52.0,65.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000187,Electronic City Toll,17,evening_peak,0.655,20.2,0.85,0.507,0.79,84.8,0,62.9,63.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000188,Marathahalli Bridge,1,night,0.447,17.3,0.861,0.737,0.75,88.7,0,66.4,59.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000189,Indiranagar 100ft Road,22,night,0.336,25.1,0.071,0.59,0.86,81.5,0,24.4,31.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000190,Silk Board Junction,14,afternoon,0.414,11.3,0.18,0.237,0.66,94.6,0,23.6,44.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000191,Whitefield ITPL Main Gate,17,evening_peak,0.916,10.0,0.403,0.262,0.79,89.6,0,40.5,69.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000192,Outer Ring Road Sarjapur Jn,16,afternoon,0.395,12.5,0.893,0.664,0.65,89.6,0,66.2,60.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000193,MG Road Brigade Jn,0,night,0.69,13.5,0.346,0.498,0.9,91.8,0,39.4,59.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000194,Bellandur EcoSpace,10,morning_peak,0.321,12.0,0.044,0.069,0.65,88.9,0,12.0,35.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000195,KR Puram Hanging Bridge,7,night,0.9,6.8,0.14,0.59,0.56,95.7,0,38.9,69.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000196,Koramangala Sony World Jn,16,afternoon,0.35,17.4,0.105,0.728,0.82,84.8,0,30.0,40.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000197,Hebbal Flyover,7,night,0.377,22.3,0.245,0.834,0.78,85.2,0,39.7,41.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000198,Silk Board Junction,1,night,0.876,5.0,0.409,0.117,0.56,100.1,1,43.9,70.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000199,MG Road Brigade Jn,3,night,0.301,22.0,0.671,0.94,0.99,85.6,0,58.3,48.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000200,Electronic City Toll,7,night,0.359,31.4,0.728,0.678,0.94,80.9,0,55.7,42.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000201,Indiranagar 100ft Road,11,morning_peak,0.378,22.3,0.902,0.835,0.95,84.0,0,67.6,54.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000202,Outer Ring Road Sarjapur Jn,19,evening_peak,0.758,10.1,0.231,0.085,0.7,93.8,1,31.9,58.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000203,MG Road Brigade Jn,0,night,0.605,16.5,0.881,0.867,0.96,89.0,0,70.8,68.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000204,Indiranagar 100ft Road,4,night,0.402,23.4,0.463,0.189,0.92,84.2,0,32.4,39.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000205,Whitefield ITPL Main Gate,6,night,0.451,20.4,0.858,0.679,0.85,82.9,0,63.9,56.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000206,Marathahalli Bridge,20,evening_peak,0.922,5.3,0.589,0.124,0.62,95.3,0,47.2,75.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000207,KR Puram Hanging Bridge,5,night,0.371,15.6,0.857,0.817,0.64,88.8,0,68.2,58.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000208,Outer Ring Road Sarjapur Jn,19,evening_peak,0.753,10.1,0.025,0.936,0.74,92.1,0,38.4,62.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000209,Koramangala Sony World Jn,1,night,0.535,16.7,0.393,0.602,0.89,88.6,0,41.9,52.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000210,Whitefield ITPL Main Gate,12,afternoon,0.384,19.1,0.868,0.17,0.74,82.9,0,51.7,50.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000211,Bellandur EcoSpace,4,night,0.572,9.7,0.252,0.463,0.65,95.3,0,35.0,55.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000212,Hebbal Flyover,19,evening_peak,0.914,9.3,0.495,0.073,0.73,93.2,1,45.5,70.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000213,Outer Ring Road Sarjapur Jn,11,morning_peak,0.976,5.0,0.344,0.939,0.63,97.0,0,57.3,81.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000214,Marathahalli Bridge,19,evening_peak,0.406,15.4,0.059,0.778,0.61,89.5,0,32.1,43.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000215,Bellandur EcoSpace,9,morning_peak,0.468,11.4,0.516,0.706,0.66,91.1,0,51.3,57.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000216,Marathahalli Bridge,6,night,0.627,13.1,0.667,0.238,0.76,89.8,0,47.8,61.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000217,Electronic City Toll,2,night,0.57,24.5,0.192,0.192,0.92,84.3,0,22.8,40.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000218,Hebbal Flyover,3,night,0.443,22.6,0.046,0.522,0.75,88.8,0,24.3,36.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000219,Indiranagar 100ft Road,10,morning_peak,0.889,10.8,0.425,0.785,0.88,88.0,0,53.3,73.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000220,Hebbal Flyover,5,night,0.83,12.2,0.569,0.221,0.8,93.2,0,45.6,67.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000221,Electronic City Toll,6,night,0.775,18.3,0.657,0.664,0.89,86.2,0,58.9,67.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000222,Whitefield ITPL Main Gate,6,night,0.295,21.3,0.912,0.295,0.73,81.7,0,55.5,47.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000223,KR Puram Hanging Bridge,5,night,0.821,9.3,0.948,0.414,0.67,95.1,0,68.6,79.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000224,Marathahalli Bridge,10,morning_peak,0.94,8.3,0.889,0.181,0.79,94.4,0,60.7,81.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000225,Bellandur EcoSpace,3,night,0.62,11.2,0.853,0.535,0.64,94.9,0,64.7,68.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000226,Whitefield ITPL Main Gate,6,night,0.897,7.8,0.426,0.845,0.77,90.6,0,56.0,77.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000227,Koramangala Sony World Jn,11,morning_peak,0.873,8.5,0.612,0.559,0.89,93.3,0,55.7,76.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000228,Yeshwanthpur TTMC Circle,3,night,0.731,10.9,0.869,0.918,0.76,92.2,1,80.4,77.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000229,Electronic City Toll,2,night,0.548,26.7,0.36,0.677,0.89,83.7,0,42.4,45.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000230,Marathahalli Bridge,9,morning_peak,0.924,8.7,0.72,0.265,0.71,94.9,0,55.8,77.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000231,MG Road Brigade Jn,4,night,0.326,21.9,0.313,0.38,0.85,88.8,0,30.0,36.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000232,Silk Board Junction,11,morning_peak,0.904,5.0,0.026,0.5,0.63,100.6,1,35.9,67.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000233,Indiranagar 100ft Road,13,afternoon,0.205,28.6,0.674,0.806,0.8,81.0,0,55.6,38.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000234,Bellandur EcoSpace,4,night,0.533,10.5,0.168,0.466,0.58,91.5,1,36.4,51.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000235,Marathahalli Bridge,12,afternoon,0.808,9.7,0.254,0.478,0.71,94.1,0,38.4,64.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000236,Indiranagar 100ft Road,3,night,0.871,10.3,0.618,0.803,0.84,89.5,1,67.6,77.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000237,Yeshwanthpur TTMC Circle,23,night,0.323,18.3,0.24,0.231,0.78,86.7,0,23.6,36.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000238,Outer Ring Road Sarjapur Jn,1,night,0.673,9.4,0.708,0.751,0.62,93.5,0,64.5,71.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000239,Koramangala Sony World Jn,4,night,0.498,16.5,0.029,0.875,0.87,88.5,0,31.9,46.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000240,Hebbal Flyover,17,evening_peak,0.915,8.4,0.859,0.726,0.89,93.5,0,71.6,84.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000241,Outer Ring Road Sarjapur Jn,17,evening_peak,0.706,8.5,0.567,0.517,0.68,94.0,0,52.2,68.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000242,KR Puram Hanging Bridge,0,night,0.641,11.6,0.804,0.554,0.7,93.9,0,62.6,68.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000243,Whitefield ITPL Main Gate,0,night,0.398,19.9,0.028,0.328,0.66,83.6,0,18.8,34.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000244,Indiranagar 100ft Road,13,afternoon,0.812,11.2,0.731,0.252,0.85,88.6,1,57.9,71.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000245,Indiranagar 100ft Road,13,afternoon,0.92,9.6,0.235,0.564,0.94,89.0,0,39.1,69.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000246,Indiranagar 100ft Road,1,night,0.937,10.9,0.376,0.158,0.8,90.4,0,36.9,68.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000247,Whitefield ITPL Main Gate,9,morning_peak,0.861,8.5,0.96,0.672,0.76,88.6,1,80.3,84.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000248,KR Puram Hanging Bridge,14,afternoon,0.717,10.6,0.878,0.77,0.56,95.1,0,73.9,76.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000249,Hebbal Flyover,15,afternoon,0.765,15.0,0.198,0.265,0.72,93.1,0,29.8,56.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000250,Yeshwanthpur TTMC Circle,21,evening_peak,0.617,15.0,0.946,0.844,0.69,89.0,0,76.0,70.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000251,Electronic City Toll,22,night,0.318,31.5,0.542,0.174,0.94,83.5,0,34.1,31.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000252,Hebbal Flyover,19,evening_peak,0.887,10.3,0.175,0.705,0.84,93.8,0,40.4,68.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000253,Bellandur EcoSpace,10,morning_peak,0.444,10.7,0.565,0.711,0.73,92.9,0,52.6,58.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000254,Outer Ring Road Sarjapur Jn,22,night,0.288,13.6,0.684,0.719,0.64,89.5,0,56.7,52.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000255,Koramangala Sony World Jn,10,morning_peak,0.944,7.1,0.946,0.646,0.74,91.3,0,75.5,87.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000256,Bellandur EcoSpace,11,morning_peak,0.772,6.3,0.101,0.348,0.65,94.3,0,28.3,61.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000257,Whitefield ITPL Main Gate,15,afternoon,0.606,15.0,0.968,0.458,0.84,88.1,0,65.7,66.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000258,Whitefield ITPL Main Gate,10,morning_peak,0.656,16.1,0.529,0.727,0.85,87.5,0,53.3,62.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000259,Yeshwanthpur TTMC Circle,20,evening_peak,0.912,8.0,0.634,0.227,0.73,95.3,0,50.6,75.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000260,KR Puram Hanging Bridge,20,evening_peak,0.931,7.2,0.966,0.783,0.63,97.4,0,80.7,89.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000261,Hebbal Flyover,18,evening_peak,0.931,7.9,0.167,0.088,0.75,93.9,0,26.2,65.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000262,MG Road Brigade Jn,12,afternoon,0.915,8.9,0.792,0.442,1.0,92.5,0,60.4,80.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000263,Yeshwanthpur TTMC Circle,21,evening_peak,0.272,20.0,0.858,0.925,0.72,86.3,0,68.6,52.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000264,Outer Ring Road Sarjapur Jn,6,night,0.546,13.0,0.132,0.309,0.62,92.3,1,30.7,47.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000265,Marathahalli Bridge,1,night,0.45,16.6,0.885,0.382,0.64,89.7,0,59.7,57.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000266,Bellandur EcoSpace,12,afternoon,0.689,7.1,0.172,0.326,0.61,93.2,0,30.1,58.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000267,Yeshwanthpur TTMC Circle,1,night,0.537,15.1,0.967,0.172,0.8,91.0,0,57.9,61.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000268,MG Road Brigade Jn,23,night,0.766,9.6,0.816,0.089,0.86,94.1,0,51.8,70.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000269,Bellandur EcoSpace,3,night,0.562,9.4,0.789,0.261,0.77,94.0,1,57.8,63.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000270,Hebbal Flyover,6,night,0.871,8.6,0.558,0.434,0.87,90.5,0,50.3,73.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000271,Indiranagar 100ft Road,4,night,0.603,17.6,0.491,0.949,0.77,86.9,0,57.2,60.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000272,Yeshwanthpur TTMC Circle,1,night,0.71,10.6,0.562,0.717,0.65,90.7,0,57.4,68.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000273,Outer Ring Road Sarjapur Jn,6,night,0.622,9.2,0.788,0.626,0.59,91.9,0,64.5,70.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000274,KR Puram Hanging Bridge,6,night,0.297,15.5,0.544,0.753,0.57,90.6,0,52.1,48.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000275,Silk Board Junction,0,night,0.836,7.0,0.296,0.564,0.58,97.6,0,44.2,69.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000276,Electronic City Toll,9,morning_peak,0.269,36.4,0.503,0.826,0.85,83.0,0,48.8,31.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000277,Whitefield ITPL Main Gate,9,morning_peak,0.491,16.2,0.199,0.458,0.84,85.2,0,29.4,46.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000278,Outer Ring Road Sarjapur Jn,12,afternoon,0.754,7.9,0.375,0.14,0.67,95.1,0,35.0,63.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000279,Marathahalli Bridge,23,night,0.743,8.7,0.692,0.789,0.71,94.4,0,64.9,74.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000280,Outer Ring Road Sarjapur Jn,15,afternoon,0.423,11.8,0.052,0.215,0.63,90.8,0,17.8,41.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000281,MG Road Brigade Jn,7,night,0.866,10.2,0.895,0.255,0.9,94.0,0,60.6,77.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000282,KR Puram Hanging Bridge,0,night,0.312,14.9,0.65,0.365,0.56,88.2,0,47.5,48.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000283,Bellandur EcoSpace,1,night,0.284,15.6,0.453,0.701,0.75,90.3,0,44.7,45.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000284,MG Road Brigade Jn,1,night,0.527,17.8,0.401,0.751,0.96,90.7,0,45.1,53.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000285,Outer Ring Road Sarjapur Jn,13,afternoon,0.529,10.0,0.776,0.252,0.61,89.7,1,58.1,61.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000286,Yeshwanthpur TTMC Circle,19,evening_peak,0.435,18.3,0.649,0.848,0.72,89.2,0,59.7,55.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000287,Hebbal Flyover,0,night,0.515,20.9,0.599,0.76,0.88,89.4,0,54.9,54.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000288,Hebbal Flyover,14,afternoon,0.863,9.3,0.916,0.296,0.89,93.2,0,62.7,78.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000289,MG Road Brigade Jn,17,evening_peak,0.475,15.6,0.529,0.573,0.88,89.8,0,46.5,53.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000290,Whitefield ITPL Main Gate,11,morning_peak,0.445,18.3,0.179,0.662,0.67,85.1,0,34.6,44.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000291,Bellandur EcoSpace,21,evening_peak,0.888,5.0,0.584,0.708,0.69,95.3,0,60.4,80.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000292,Hebbal Flyover,21,evening_peak,0.66,13.9,0.572,0.138,0.81,91.2,0,41.0,58.8,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000293,MG Road Brigade Jn,9,morning_peak,0.764,13.2,0.3,0.32,0.93,93.4,0,33.7,59.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000294,Silk Board Junction,15,afternoon,0.322,14.3,0.671,0.311,0.74,90.4,1,50.4,48.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000295,Bellandur EcoSpace,5,night,0.848,6.9,0.642,0.294,0.73,95.5,0,51.7,74.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000296,Electronic City Toll,6,night,0.617,21.3,0.604,0.316,0.79,85.1,1,51.4,53.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000297,MG Road Brigade Jn,19,evening_peak,0.782,11.8,0.884,0.935,1.0,92.7,0,74.9,79.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000298,Whitefield ITPL Main Gate,5,night,0.79,11.6,0.893,0.757,0.77,87.9,0,73.3,78.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000299,KR Puram Hanging Bridge,3,night,0.2,19.2,0.83,0.792,0.62,89.0,1,69.0,48.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000300,Indiranagar 100ft Road,16,afternoon,0.322,22.9,0.062,0.532,0.8,81.3,0,22.9,32.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000301,Outer Ring Road Sarjapur Jn,17,evening_peak,0.403,12.5,0.697,0.444,0.75,91.2,0,51.0,55.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000302,Yeshwanthpur TTMC Circle,18,evening_peak,0.778,11.3,0.464,0.267,0.77,91.0,0,41.5,64.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000303,Koramangala Sony World Jn,17,evening_peak,0.519,16.1,0.346,0.687,0.86,87.4,0,41.9,52.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000304,Silk Board Junction,11,morning_peak,0.417,13.5,0.207,0.299,0.73,91.1,0,25.7,43.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000305,Bellandur EcoSpace,3,night,0.642,9.5,0.255,0.703,0.59,94.3,0,42.8,60.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000306,KR Puram Hanging Bridge,12,afternoon,0.859,7.4,0.72,0.784,0.61,96.8,0,68.8,81.1,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000307,Indiranagar 100ft Road,6,night,0.452,20.3,0.561,0.338,0.91,85.5,1,46.4,47.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000308,Yeshwanthpur TTMC Circle,5,night,0.627,12.7,0.394,0.748,0.72,90.5,0,48.6,60.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000309,Whitefield ITPL Main Gate,8,morning_peak,0.458,18.0,0.862,0.115,0.79,84.8,0,50.6,53.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000310,Bellandur EcoSpace,7,night,0.637,11.1,0.953,0.35,0.7,94.2,0,64.2,69.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000311,Electronic City Toll,15,afternoon,0.248,37.5,0.147,0.498,0.96,79.1,0,23.2,19.7,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000312,KR Puram Hanging Bridge,9,morning_peak,0.879,7.4,0.276,0.405,0.66,94.5,0,39.1,69.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000313,Electronic City Toll,17,evening_peak,0.769,18.1,0.854,0.795,0.95,85.6,0,70.3,72.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000314,Silk Board Junction,15,afternoon,0.71,6.1,0.332,0.611,0.71,97.8,0,43.8,66.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000315,Whitefield ITPL Main Gate,15,afternoon,0.513,15.4,0.471,0.392,0.69,87.5,0,41.8,52.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000316,Indiranagar 100ft Road,9,morning_peak,0.645,14.6,0.437,0.078,0.76,86.1,0,33.7,54.4,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000317,Indiranagar 100ft Road,3,night,0.914,8.2,0.321,0.538,0.87,90.0,0,42.9,72.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000318,KR Puram Hanging Bridge,14,afternoon,0.487,11.8,0.488,0.787,0.54,91.5,0,53.5,58.3,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000319,Electronic City Toll,4,night,0.865,16.1,0.784,0.332,0.81,87.2,0,58.5,71.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000320,KR Puram Hanging Bridge,9,morning_peak,0.383,14.4,0.24,0.667,0.61,91.6,0,37.1,46.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000321,Yeshwanthpur TTMC Circle,7,night,0.248,21.4,0.495,0.641,0.72,84.7,0,44.8,40.2,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000322,MG Road Brigade Jn,6,night,0.501,15.5,0.021,0.681,0.81,89.6,0,27.4,45.6,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000323,Whitefield ITPL Main Gate,4,night,0.683,14.4,0.293,0.152,0.66,88.7,0,30.6,53.9,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000324,Indiranagar 100ft Road,15,afternoon,0.342,23.4,0.51,0.369,0.87,82.7,0,38.6,40.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000325,Whitefield ITPL Main Gate,23,night,0.468,18.1,0.793,0.946,0.65,84.5,0,69.9,60.5,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000326,Koramangala Sony World Jn,14,afternoon,0.507,14.5,0.179,0.605,0.74,88.6,0,33.4,49.0,SYNTHETIC MULTIMODAL SIMULATION
MM-REC-000327,Electronic City Toll,1,night,0.469,27.5,0.265,0.825,0.96,82.7,0,40.0,41.7,SYNTHETIC MULTIMODAL SIMULATION
