emergency_event_id,vehicle_id,emergency_vehicle_type,distance_to_dest_km,traffic_density,signal_count,current_speed_kmh,baseline_eta_minutes,target_optimized_eta_minutes,emergency_delay_minutes,recommended_priority,green_corridor_required,data_tag
EMG-EVT-000174,FIRE-03,FIRE_TRUCK,7.1,0.33,13,56.3,23.2,9.0,14.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000175,AMB-01,AMBULANCE,5.4,0.39,10,44.4,19.3,6.9,12.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000176,AMB-09,AMBULANCE,10.0,0.72,18,29.1,42.2,12.7,29.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000177,AMB-14,AMBULANCE,11.9,0.98,21,10.5,93.2,15.1,78.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000178,AMB-10,AMBULANCE,14.8,0.21,26,55.0,47.3,18.7,28.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000179,AMB-20,AMBULANCE,11.0,0.24,19,61.9,33.5,13.9,19.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000180,FIRE-10,FIRE_TRUCK,9.6,0.45,20,43.7,37.2,12.5,24.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000181,AMB-09,AMBULANCE,12.3,0.62,23,33.1,49.9,15.7,34.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000182,AMB-12,AMBULANCE,2.0,0.28,4,51.7,7.1,2.6,4.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000183,POL-10,POLICE,14.5,0.92,26,12.4,101.4,18.4,83.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000184,FIRE-08,FIRE_TRUCK,5.4,0.77,11,30.7,23.8,7.0,16.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000185,AMB-07,AMBULANCE,13.6,0.67,27,34.9,55.8,17.5,38.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000186,AMB-08,AMBULANCE,15.8,0.26,29,55.9,51.8,20.1,31.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000187,FIRE-07,FIRE_TRUCK,9.2,0.84,17,18.8,49.8,11.7,38.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000188,FIRE-05,FIRE_TRUCK,11.9,0.38,23,49.2,42.1,15.3,26.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000189,FIRE-09,FIRE_TRUCK,1.7,0.52,4,45.3,7.1,2.3,4.8,HIGH,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000190,AMB-13,AMBULANCE,3.4,0.59,9,38.5,16.1,4.6,11.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000191,AMB-12,AMBULANCE,14.0,0.72,25,27.1,61.0,17.8,43.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000192,AMB-18,AMBULANCE,4.8,0.96,9,15.4,29.5,6.1,23.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000193,AMB-01,AMBULANCE,8.5,0.46,15,46.8,28.9,10.8,18.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000194,AMB-11,AMBULANCE,8.8,0.47,16,45.5,30.8,11.2,19.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000195,AMB-05,AMBULANCE,14.1,0.9,27,15.8,85.9,18.1,67.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000196,AMB-06,AMBULANCE,7.8,0.28,14,55.3,25.3,9.9,15.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000197,AMB-09,AMBULANCE,9.1,0.22,18,57.7,31.1,11.7,19.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000198,POL-04,POLICE,8.4,0.46,18,45.1,32.8,11.0,21.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000199,AMB-03,AMBULANCE,9.7,0.75,18,26.0,44.0,12.4,31.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000200,AMB-03,AMBULANCE,3.0,0.67,8,29.8,15.6,4.1,11.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000201,FIRE-05,FIRE_TRUCK,12.8,0.55,26,37.9,51.5,16.6,34.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000202,POL-01,POLICE,6.2,0.9,11,18.0,33.9,7.9,26.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000203,POL-06,POLICE,13.5,0.79,25,22.6,65.8,17.2,48.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000204,POL-02,POLICE,5.5,0.41,11,52.1,19.5,7.1,12.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000205,FIRE-03,FIRE_TRUCK,15.5,0.82,27,26.8,67.1,19.6,47.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000206,AMB-02,AMBULANCE,14.7,0.67,27,32.0,60.0,18.7,41.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000207,AMB-09,AMBULANCE,2.4,0.36,5,51.7,8.8,3.1,5.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000208,AMB-04,AMBULANCE,14.7,0.83,28,24.1,70.2,18.8,51.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000209,AMB-19,AMBULANCE,8.0,0.42,16,46.4,29.5,10.3,19.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000210,AMB-10,AMBULANCE,6.1,0.51,13,38.0,25.2,8.0,17.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000211,AMB-02,AMBULANCE,13.4,0.91,27,18.7,75.4,17.3,58.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000212,AMB-07,AMBULANCE,15.8,0.97,31,16.9,93.3,20.3,73.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000213,AMB-10,AMBULANCE,5.5,0.24,12,59.9,19.9,7.2,12.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000214,AMB-19,AMBULANCE,9.2,0.49,18,38.2,36.1,11.8,24.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000215,AMB-14,AMBULANCE,4.5,0.63,10,35.9,19.5,5.9,13.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000216,AMB-16,AMBULANCE,9.2,0.96,16,13.6,59.8,11.6,48.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000217,AMB-18,AMBULANCE,15.8,0.49,31,42.7,59.4,20.3,39.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000218,AMB-20,AMBULANCE,8.4,0.7,18,27.7,39.8,11.0,28.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000219,POL-08,POLICE,3.1,0.6,7,39.3,13.1,4.1,9.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000220,AMB-20,AMBULANCE,8.6,0.36,18,54.7,31.0,11.2,19.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000221,AMB-16,AMBULANCE,10.9,0.34,20,56.3,35.6,13.9,21.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000222,FIRE-05,FIRE_TRUCK,12.0,0.2,23,63.2,39.0,15.4,23.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000223,AMB-05,AMBULANCE,5.4,0.22,12,63.1,19.5,7.1,12.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000224,AMB-04,AMBULANCE,2.0,0.75,4,26.8,9.3,2.6,6.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000225,FIRE-06,FIRE_TRUCK,9.2,0.24,19,61.1,31.8,11.9,19.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000226,AMB-16,AMBULANCE,3.0,0.98,8,12.5,24.0,4.1,19.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000227,AMB-06,AMBULANCE,11.8,0.79,21,27.0,51.4,15.0,36.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000228,AMB-03,AMBULANCE,13.5,0.57,27,33.4,56.7,17.4,39.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000229,FIRE-09,FIRE_TRUCK,10.0,0.43,18,47.2,34.3,12.7,21.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000230,POL-06,POLICE,4.3,0.5,8,37.8,16.4,5.5,10.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000231,AMB-08,AMBULANCE,12.2,0.85,21,22.5,57.7,15.4,42.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000232,AMB-17,AMBULANCE,10.2,0.57,21,40.0,40.5,13.2,27.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000233,AMB-14,AMBULANCE,14.4,0.77,27,23.0,70.0,18.4,51.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000234,AMB-04,AMBULANCE,5.1,0.24,12,53.4,20.1,6.8,13.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000235,POL-03,POLICE,13.1,0.5,24,39.9,48.5,16.7,31.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000236,AMB-14,AMBULANCE,14.2,0.73,25,32.8,56.0,18.0,38.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000237,AMB-10,AMBULANCE,7.0,0.54,13,38.8,26.4,8.9,17.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000238,FIRE-06,FIRE_TRUCK,5.8,0.6,11,34.1,23.4,7.4,16.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000239,AMB-07,AMBULANCE,11.0,0.29,20,50.5,37.1,14.0,23.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000240,AMB-12,AMBULANCE,13.5,0.95,26,14.1,88.6,17.3,71.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000241,AMB-01,AMBULANCE,12.2,0.67,23,33.4,49.5,15.6,33.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000242,AMB-17,AMBULANCE,8.4,0.21,16,64.1,27.1,10.8,16.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000243,AMB-18,AMBULANCE,6.3,0.4,14,50.0,24.4,8.3,16.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000244,AMB-09,AMBULANCE,15.1,0.41,30,48.1,54.8,19.5,35.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000245,AMB-03,AMBULANCE,15.5,0.98,28,11.0,118.1,19.7,98.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000246,POL-06,POLICE,3.2,0.47,6,39.2,12.1,4.1,8.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000247,AMB-06,AMBULANCE,15.6,0.38,31,49.7,56.0,20.1,35.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000248,AMB-14,AMBULANCE,2.4,0.68,7,30.7,13.1,3.3,9.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000249,FIRE-01,FIRE_TRUCK,3.1,0.86,7,25.1,15.8,4.1,11.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000250,AMB-20,AMBULANCE,10.0,0.47,19,42.4,37.0,12.8,24.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000251,AMB-03,AMBULANCE,5.6,0.25,11,60.4,18.8,7.2,11.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000252,AMB-17,AMBULANCE,14.3,0.32,25,48.4,47.7,18.1,29.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000253,AMB-09,AMBULANCE,10.5,0.45,20,48.9,36.9,13.5,23.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000254,AMB-04,AMBULANCE,3.1,0.41,6,46.3,11.2,4.0,7.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000255,AMB-12,AMBULANCE,6.7,0.54,15,34.7,29.6,8.8,20.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000256,AMB-18,AMBULANCE,14.2,0.52,25,39.5,51.6,18.0,33.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000257,FIRE-07,FIRE_TRUCK,2.0,0.78,3,29.5,7.7,2.5,5.2,HIGH,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000258,AMB-04,AMBULANCE,2.3,0.58,6,41.9,10.5,3.1,7.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000259,AMB-01,AMBULANCE,3.4,0.83,6,23.4,15.9,4.3,11.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000260,AMB-20,AMBULANCE,15.6,0.42,30,49.8,54.8,20.0,34.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000261,AMB-20,AMBULANCE,3.0,0.47,5,40.7,10.4,3.8,6.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000262,AMB-11,AMBULANCE,5.8,0.21,12,55.5,20.7,7.5,13.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000263,AMB-03,AMBULANCE,8.6,0.61,15,39.7,31.0,10.9,20.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000264,AMB-18,AMBULANCE,8.4,0.85,15,18.5,45.2,10.7,34.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000265,POL-02,POLICE,6.9,0.56,13,39.9,26.0,8.8,17.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000266,AMB-17,AMBULANCE,6.2,0.5,12,46.7,22.4,8.0,14.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000267,FIRE-07,FIRE_TRUCK,15.6,0.35,31,53.8,54.6,20.1,34.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000268,AMB-16,AMBULANCE,9.5,0.79,18,28.3,41.7,12.2,29.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000269,AMB-05,AMBULANCE,13.9,0.69,28,30.6,60.9,18.0,42.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000270,AMB-13,AMBULANCE,15.2,0.8,27,19.5,79.2,19.3,59.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000271,AMB-04,AMBULANCE,13.2,0.62,25,33.2,53.9,16.9,37.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000272,FIRE-09,FIRE_TRUCK,10.5,0.22,19,60.7,33.2,13.4,19.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000273,AMB-07,AMBULANCE,13.5,0.26,25,54.5,44.9,17.2,27.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000274,AMB-20,AMBULANCE,11.2,0.76,22,29.1,49.5,14.4,35.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000275,AMB-20,AMBULANCE,13.5,0.66,27,29.0,60.3,17.4,42.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000276,FIRE-10,FIRE_TRUCK,4.2,0.64,10,35.3,19.1,5.6,13.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000277,AMB-13,AMBULANCE,8.1,0.35,14,52.6,26.0,10.2,15.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000278,AMB-19,AMBULANCE,4.9,0.23,9,58.7,15.8,6.2,9.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000279,AMB-11,AMBULANCE,6.8,0.35,12,49.0,22.7,8.6,14.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000280,AMB-10,AMBULANCE,10.6,0.33,20,54.5,35.7,13.6,22.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000281,AMB-15,AMBULANCE,11.0,0.53,20,41.0,40.1,14.0,26.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000282,FIRE-07,FIRE_TRUCK,1.7,0.59,4,35.3,7.7,2.3,5.4,HIGH,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000283,FIRE-01,FIRE_TRUCK,10.3,0.47,21,43.5,39.4,13.3,26.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000284,AMB-09,AMBULANCE,9.0,0.6,19,35.6,38.0,11.7,26.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000285,AMB-16,AMBULANCE,4.1,0.62,8,30.4,17.7,5.3,12.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000286,AMB-17,AMBULANCE,4.1,0.45,7,43.7,14.0,5.2,8.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000287,AMB-11,AMBULANCE,12.7,0.93,23,12.2,90.1,16.2,73.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000288,AMB-10,AMBULANCE,12.7,0.2,24,58.0,41.9,16.3,25.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000289,AMB-02,AMBULANCE,6.6,0.47,14,46.3,25.4,8.6,16.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000290,AMB-16,AMBULANCE,6.3,0.21,12,54.9,21.3,8.1,13.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000291,POL-06,POLICE,14.8,0.47,27,46.6,51.5,18.8,32.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000292,AMB-03,AMBULANCE,5.3,0.4,12,47.5,21.1,7.0,14.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000293,FIRE-01,FIRE_TRUCK,11.7,0.67,24,30.9,51.5,15.2,36.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000294,FIRE-08,FIRE_TRUCK,13.2,0.69,26,27.7,59.8,17.0,42.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000295,FIRE-10,FIRE_TRUCK,7.0,0.36,13,52.5,23.6,8.9,14.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000296,AMB-04,AMBULANCE,2.7,0.44,6,48.9,10.5,3.5,7.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000297,FIRE-08,FIRE_TRUCK,14.9,0.39,28,52.6,50.6,19.1,31.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000298,FIRE-07,FIRE_TRUCK,8.1,0.67,14,36.3,30.2,10.2,20.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000299,FIRE-01,FIRE_TRUCK,2.9,0.7,5,32.1,11.4,3.7,7.7,HIGH,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000300,AMB-13,AMBULANCE,7.7,0.28,16,54.3,27.7,10.0,17.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000301,AMB-20,AMBULANCE,11.7,0.94,22,15.9,70.6,15.0,55.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000302,AMB-05,AMBULANCE,4.0,0.56,9,36.9,17.3,5.3,12.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000303,AMB-16,AMBULANCE,1.8,0.68,4,26.2,8.9,2.4,6.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000304,AMB-04,AMBULANCE,12.2,0.64,23,30.6,51.5,15.6,35.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000305,AMB-05,AMBULANCE,15.7,0.91,30,13.1,107.9,20.1,87.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000306,AMB-06,AMBULANCE,1.8,0.62,6,36.6,10.2,2.6,7.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000307,AMB-11,AMBULANCE,12.5,0.76,24,24.0,60.0,16.0,44.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000308,FIRE-05,FIRE_TRUCK,1.9,0.44,6,49.9,9.5,2.7,6.8,HIGH,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000309,FIRE-04,FIRE_TRUCK,7.8,0.93,16,21.0,41.5,10.1,31.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000310,AMB-07,AMBULANCE,12.3,0.93,22,17.9,67.6,15.6,52.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000311,AMB-07,AMBULANCE,10.9,0.44,19,47.2,36.7,13.8,22.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000312,FIRE-10,FIRE_TRUCK,9.0,0.83,17,22.3,44.6,11.5,33.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000313,AMB-04,AMBULANCE,8.3,0.98,16,15.7,50.9,10.7,40.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000314,AMB-02,AMBULANCE,15.3,0.59,28,36.4,58.8,19.5,39.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000315,AMB-14,AMBULANCE,11.8,0.82,21,26.5,51.9,15.0,36.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000316,FIRE-08,FIRE_TRUCK,8.0,0.29,16,55.7,27.8,10.3,17.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000317,AMB-08,AMBULANCE,7.5,0.62,14,34.7,29.8,9.6,20.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000318,AMB-20,AMBULANCE,9.9,0.46,20,47.4,36.5,12.8,23.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000319,AMB-10,AMBULANCE,5.5,0.42,11,46.8,20.3,7.1,13.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000320,POL-05,POLICE,7.0,0.85,14,23.8,34.4,9.0,25.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000321,AMB-08,AMBULANCE,9.8,0.51,19,43.0,36.5,12.6,23.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000322,AMB-03,AMBULANCE,5.7,0.87,13,16.5,36.3,7.5,28.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000323,AMB-14,AMBULANCE,13.8,0.88,24,20.5,69.2,17.5,51.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000324,AMB-05,AMBULANCE,11.9,0.27,22,59.4,38.4,15.2,23.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000325,FIRE-03,FIRE_TRUCK,15.5,0.92,30,18.7,85.7,19.9,65.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000326,AMB-16,AMBULANCE,13.8,0.95,26,13.8,91.2,17.7,73.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000327,AMB-04,AMBULANCE,7.5,0.39,15,52.0,26.7,9.7,17.0,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000328,AMB-04,AMBULANCE,7.6,0.51,16,38.6,31.0,9.9,21.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000329,AMB-11,AMBULANCE,4.4,0.68,10,26.5,22.0,5.8,16.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000330,AMB-18,AMBULANCE,1.8,0.76,5,29.1,9.7,2.5,7.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000331,AMB-18,AMBULANCE,4.5,0.27,11,51.1,18.5,6.0,12.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000332,AMB-05,AMBULANCE,8.0,0.92,16,21.4,41.6,10.3,31.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000333,AMB-09,AMBULANCE,3.8,0.65,6,33.5,14.0,4.7,9.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000334,AMB-08,AMBULANCE,6.4,0.95,13,10.2,53.2,8.3,44.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000335,AMB-07,AMBULANCE,14.9,0.97,29,13.5,101.0,19.2,81.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000336,AMB-02,AMBULANCE,2.6,0.91,6,12.5,19.7,3.4,16.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000337,POL-10,POLICE,10.7,0.24,19,55.5,34.4,13.6,20.8,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000338,AMB-03,AMBULANCE,10.0,0.35,20,52.9,35.3,12.9,22.4,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000339,AMB-15,AMBULANCE,1.5,0.75,3,23.3,7.5,2.0,5.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000340,AMB-07,AMBULANCE,12.7,0.96,24,15.8,77.0,16.3,60.7,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000341,FIRE-05,FIRE_TRUCK,7.5,0.42,13,49.4,24.7,9.5,15.2,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000342,AMB-03,AMBULANCE,5.8,0.4,13,46.7,23.1,7.6,15.5,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000343,AMB-12,AMBULANCE,13.9,0.54,28,38.5,55.3,18.0,37.3,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000344,AMB-02,AMBULANCE,14.1,0.73,28,26.3,65.8,18.2,47.6,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000345,AMB-03,AMBULANCE,11.2,0.21,20,59.6,35.3,14.2,21.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000346,AMB-04,AMBULANCE,2.5,0.5,6,37.3,11.2,3.3,7.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000347,AMB-13,AMBULANCE,4.0,0.86,9,22.6,21.4,5.3,16.1,CRITICAL,1,SYNTHETIC EMERGENCY V2X
EMG-EVT-000348,AMB-05,AMBULANCE,7.1,0.89,14,15.1,45.0,9.1,35.9,CRITICAL,1,SYNTHETIC EMERGENCY V2X
