message_id,sender_vehicle_id,sender_type,receiver_vehicle_id,distance_m,sender_speed_kmh,receiver_speed_kmh,relative_speed_kmh,acceleration_mps2,deceleration_mps2,heading_difference_deg,braking_status,communication_mode,latency_ms,packet_loss_rate,signal_strength_dbm,hazard_type,time_to_collision_sec,collision_probability,warning_required,v2v_risk_level,data_source
V2V-MSG-000105,VEH-062,CAR,VEH-219,257.2,83.1,94.4,-11.3,-8.15,8.15,8.9,HARD_BRAKING,DSRC,5.67,0.039,-89.0,SUDDEN_BRAKING,99.0,0.106,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-000106,VEH-042,CAR,VEH-201,419.1,66.4,80.6,-14.2,2.04,0.0,43.1,NORMAL,C-V2V,29.78,0.016,-72.7,NORMAL_DRIVING,99.0,0.033,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000107,VEH-087,MOTORBIKE,VEH-258,401.1,24.7,7.6,17.1,0.67,0.0,14.8,NORMAL,C-V2V,25.26,0.021,-70.7,NORMAL_DRIVING,84.44,0.09,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000108,VEH-053,CAR,VEH-186,36.5,35.5,38.1,-2.6,-12.62,12.62,29.8,CRASH_STOP,DSRC,4.66,0.006,-48.7,ACCIDENT,99.0,0.955,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-000109,VEH-079,CAR,VEH-291,183.2,63.5,72.2,-8.7,-1.94,1.94,4.8,LIGHT_BRAKING,DSRC,7.51,0.022,-71.5,NORMAL_DRIVING,99.0,0.125,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000110,VEH-046,AMBULANCE,VEH-204,42.8,65.8,65.7,0.1,-6.05,6.05,2.9,HARD_BRAKING,DSRC,3.66,0.012,-48.3,SUDDEN_BRAKING,99.0,0.626,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-000111,VEH-033,SUV,VEH-226,49.7,22.3,30.7,-8.4,-11.05,11.05,29.8,CRASH_STOP,DSRC,2.92,0.015,-48.6,ACCIDENT,99.0,0.914,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-000112,VEH-058,AMBULANCE,VEH-204,491.8,38.7,42.3,-3.6,2.28,0.0,8.9,NORMAL,C-V2V,55.99,0.026,-70.9,NORMAL_DRIVING,99.0,0.064,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000113,VEH-148,CAR,VEH-196,214.5,46.2,34.4,11.8,-1.15,1.15,17.1,LIGHT_BRAKING,DSRC,6.47,0.04,-79.1,NORMAL_DRIVING,65.44,0.038,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000114,VEH-117,TRUCK,VEH-169,116.3,30.6,36.2,-5.6,2.17,0.0,9.4,NORMAL,DSRC,5.66,0.01,-63.3,HAZARD,99.0,0.071,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000115,VEH-104,TRUCK,VEH-153,789.2,23.7,7.9,15.8,-9.04,9.04,1.7,CRASH_STOP,C-V2V,53.14,0.029,-81.6,ACCIDENT,99.0,0.965,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-000116,VEH-017,CAR,VEH-151,307.0,32.2,40.0,-7.8,2.38,0.0,8.2,NORMAL,C-V2V,41.58,0.021,-69.2,HAZARD,99.0,0.034,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000117,VEH-011,BUS,VEH-227,646.6,55.6,54.1,1.5,1.57,0.0,40.5,NORMAL,C-V2V,45.28,0.03,-82.8,NORMAL_DRIVING,99.0,0.088,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000118,VEH-098,CAR,VEH-290,32.7,42.6,29.0,13.6,-6.08,6.08,27.5,HARD_BRAKING,DSRC,6.25,0.009,-47.0,SUDDEN_BRAKING,8.66,0.714,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-000119,VEH-105,AMBULANCE,VEH-154,629.9,51.2,61.9,-10.7,2.45,0.0,3.4,NORMAL,C-V2V,61.37,0.023,-79.5,NORMAL_DRIVING,99.0,0.113,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000120,VEH-054,SUV,VEH-213,24.1,48.6,33.3,15.3,1.36,0.0,3.9,NORMAL,DSRC,5.72,0.005,-46.5,NORMAL_DRIVING,5.67,0.544,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-000121,VEH-108,SUV,VEH-224,213.5,33.9,19.6,14.3,-5.9,5.9,39.1,HARD_BRAKING,DSRC,7.53,0.027,-80.8,SUDDEN_BRAKING,53.75,0.029,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-000122,VEH-045,CAR,VEH-251,40.7,61.8,68.5,-6.7,-8.22,8.22,3.8,HARD_BRAKING,DSRC,6.5,0.003,-44.4,SUDDEN_BRAKING,99.0,0.644,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-000123,AMB-07,AMBULANCE,VEH-250,1076.9,49.0,34.9,14.1,-5.99,5.99,19.4,HARD_BRAKING,C-V2V,40.55,0.013,-89.5,SUDDEN_BRAKING,99.0,0.06,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-000124,VEH-065,CAR,VEH-262,248.6,43.4,23.2,20.2,-0.95,0.95,17.6,LIGHT_BRAKING,DSRC,7.78,0.041,-81.9,NORMAL_DRIVING,44.3,0.044,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000125,VEH-073,MOTORBIKE,VEH-218,271.7,45.3,33.1,12.2,2.49,0.0,30.1,NORMAL,C-V2V,44.18,0.03,-70.1,NORMAL_DRIVING,80.17,0.06,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000126,VEH-067,AMBULANCE,VEH-222,1141.9,81.7,85.7,-4.0,-1.06,1.06,6.4,LIGHT_BRAKING,C-V2V,29.3,0.016,-93.5,NORMAL_DRIVING,99.0,0.059,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000127,VEH-007,SUV,VEH-179,105.6,45.4,26.3,19.1,-9.01,9.01,19.3,HARD_BRAKING,DSRC,5.31,0.011,-56.4,SUDDEN_BRAKING,19.9,0.098,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-000128,VEH-024,SUV,VEH-223,137.2,49.0,49.8,-0.8,-12.51,12.51,11.2,CRASH_STOP,C-V2V,27.14,0.007,-65.7,ACCIDENT,99.0,0.951,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-000129,AMB-07,AMBULANCE,VEH-169,105.3,39.4,54.6,-15.2,-0.6,0.6,8.5,LIGHT_BRAKING,DSRC,7.67,0.012,-59.5,NORMAL_DRIVING,99.0,0.089,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000130,VEH-143,TRUCK,VEH-295,410.5,82.4,85.8,-3.4,0.91,0.0,22.6,NORMAL,C-V2V,24.67,0.024,-71.5,NORMAL_DRIVING,99.0,0.082,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000131,VEH-085,SUV,VEH-222,86.7,62.6,60.9,1.7,-8.8,8.8,29.9,HARD_BRAKING,DSRC,3.6,0.019,-54.6,SUDDEN_BRAKING,99.0,0.017,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-000132,VEH-074,BUS,VEH-263,411.3,27.6,24.0,3.6,1.97,0.0,15.5,NORMAL,C-V2V,62.83,0.031,-75.9,NORMAL_DRIVING,99.0,0.049,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000133,VEH-029,AMBULANCE,VEH-207,176.8,74.8,94.3,-19.5,-2.19,2.19,19.0,LIGHT_BRAKING,DSRC,6.57,0.028,-73.2,NORMAL_DRIVING,99.0,0.035,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000134,AMB-07,AMBULANCE,VEH-222,289.4,71.4,80.4,-9.0,-1.62,1.62,2.0,LIGHT_BRAKING,DSRC,2.94,0.061,-91.3,NORMAL_DRIVING,99.0,0.021,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000135,VEH-043,CAR,VEH-153,855.2,50.5,39.8,10.7,-0.08,0.08,18.8,LIGHT_BRAKING,C-V2V,54.48,0.033,-88.2,NORMAL_DRIVING,99.0,0.051,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000136,VEH-070,MOTORBIKE,VEH-280,259.4,46.8,64.3,-17.5,1.36,0.0,12.7,NORMAL,DSRC,2.3,0.051,-86.6,NORMAL_DRIVING,99.0,0.1,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000137,VEH-073,BUS,VEH-250,1015.9,44.2,55.5,-11.3,-6.85,6.85,23.3,HARD_BRAKING,C-V2V,36.0,0.018,-90.1,SUDDEN_BRAKING,99.0,0.062,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-000138,VEH-130,CAR,VEH-223,17.9,29.0,4.5,24.5,2.43,0.0,25.0,NORMAL,DSRC,5.61,0.005,-40.6,NORMAL_DRIVING,2.63,0.901,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-000139,VEH-012,MOTORBIKE,VEH-225,90.4,15.1,0.0,15.1,-2.13,2.13,44.3,LIGHT_BRAKING,C-V2V,57.67,0.027,-62.4,HAZARD,21.55,0.129,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000140,VEH-081,AMBULANCE,VEH-272,1097.8,58.6,67.8,-9.2,-8.42,8.42,32.3,HARD_BRAKING,C-V2V,39.07,0.02,-90.0,SUDDEN_BRAKING,99.0,0.089,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-000141,VEH-149,BUS,VEH-214,137.7,17.9,1.4,16.5,2.34,0.0,17.9,NORMAL,DSRC,2.8,0.016,-63.2,NORMAL_DRIVING,30.04,0.135,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000142,VEH-083,MOTORBIKE,VEH-189,81.2,39.6,20.3,19.3,-1.94,1.94,30.5,LIGHT_BRAKING,DSRC,7.26,0.006,-54.2,HAZARD,15.15,0.091,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000143,VEH-026,AMBULANCE,VEH-180,136.9,29.6,8.9,20.7,2.09,0.0,49.6,NORMAL,DSRC,8.11,0.024,-64.3,NORMAL_DRIVING,23.81,0.06,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000144,VEH-136,CAR,VEH-293,532.4,25.1,1.2,23.9,2.18,0.0,53.2,NORMAL,C-V2V,60.89,0.017,-74.1,NORMAL_DRIVING,80.19,0.069,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000145,VEH-134,BUS,VEH-181,28.4,65.2,76.1,-10.9,-0.08,0.08,19.1,LIGHT_BRAKING,DSRC,4.14,0.004,-43.5,HAZARD,99.0,0.061,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000146,VEH-021,BUS,VEH-246,41.7,74.2,77.7,-3.5,-6.43,6.43,4.6,HARD_BRAKING,C-V2V,54.71,0.025,-61.6,SUDDEN_BRAKING,99.0,0.635,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-000147,VEH-064,SUV,VEH-171,159.9,37.6,41.4,-3.8,-0.3,0.3,7.3,LIGHT_BRAKING,DSRC,2.35,0.027,-70.9,NORMAL_DRIVING,99.0,0.056,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000148,VEH-106,AMBULANCE,VEH-172,215.7,55.6,37.6,18.0,0.76,0.0,8.1,NORMAL,DSRC,3.72,0.027,-79.8,NORMAL_DRIVING,43.14,0.062,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000149,VEH-034,SUV,VEH-284,205.4,56.7,33.4,23.3,0.01,0.0,3.2,NORMAL,DSRC,2.05,0.025,-76.4,NORMAL_DRIVING,31.74,0.057,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000150,VEH-145,TRUCK,VEH-257,177.4,25.0,13.9,11.1,-1.04,1.04,28.2,LIGHT_BRAKING,DSRC,5.64,0.028,-69.3,NORMAL_DRIVING,57.54,0.031,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000151,VEH-002,BUS,VEH-214,185.8,28.4,40.1,-11.7,1.94,0.0,77.9,NORMAL,DSRC,2.72,0.03,-71.3,NORMAL_DRIVING,99.0,0.14,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000152,VEH-127,SUV,VEH-221,9.8,50.5,52.8,-2.3,-12.52,12.52,26.6,CRASH_STOP,DSRC,8.05,0.002,-42.3,ACCIDENT,99.0,0.971,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-000153,VEH-114,BUS,VEH-246,108.6,32.1,27.3,4.8,-1.06,1.06,7.3,LIGHT_BRAKING,C-V2V,62.52,0.009,-65.7,NORMAL_DRIVING,81.45,0.059,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000154,VEH-054,SUV,VEH-259,1053.9,48.5,58.5,-10.0,1.9,0.0,10.8,NORMAL,C-V2V,39.99,0.021,-90.0,HAZARD,99.0,0.065,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000155,VEH-149,BUS,VEH-167,633.6,53.4,42.5,10.9,-12.52,12.52,8.4,CRASH_STOP,C-V2V,40.43,0.019,-80.9,ACCIDENT,99.0,0.907,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-000156,VEH-046,SUV,VEH-245,111.7,80.1,87.8,-7.7,0.49,0.0,9.9,NORMAL,DSRC,8.24,0.012,-62.1,PEDESTRIAN_CONFLICT,99.0,0.031,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000157,VEH-143,MOTORBIKE,VEH-257,188.1,18.3,20.5,-2.2,0.87,0.0,14.9,NORMAL,DSRC,6.43,0.034,-76.1,NORMAL_DRIVING,99.0,0.089,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000158,VEH-110,AMBULANCE,VEH-206,374.3,35.7,52.1,-16.4,-1.26,1.26,14.9,LIGHT_BRAKING,C-V2V,29.63,0.01,-74.7,NORMAL_DRIVING,99.0,0.061,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000159,VEH-021,BUS,VEH-215,166.2,36.5,40.7,-4.2,-0.49,0.49,55.3,LIGHT_BRAKING,DSRC,2.95,0.03,-70.4,EMERGENCY_VEHICLE,99.0,0.031,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-000160,VEH-131,BUS,VEH-206,536.9,27.6,17.5,10.1,-1.37,1.37,5.7,LIGHT_BRAKING,C-V2V,53.46,0.03,-75.7,NORMAL_DRIVING,99.0,0.122,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000161,VEH-023,SUV,VEH-264,231.6,58.9,59.3,-0.4,-1.09,1.09,2.3,LIGHT_BRAKING,DSRC,3.15,0.037,-82.5,NORMAL_DRIVING,99.0,0.054,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000162,VEH-137,CAR,VEH-240,46.2,16.6,28.8,-12.2,-1.71,1.71,10.3,LIGHT_BRAKING,DSRC,7.46,0.011,-47.3,HAZARD,99.0,0.104,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000163,VEH-094,AMBULANCE,VEH-218,22.5,44.4,24.4,20.0,1.97,0.0,4.2,NORMAL,DSRC,2.72,0.014,-43.5,NORMAL_DRIVING,4.05,0.551,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-000164,VEH-028,SUV,VEH-209,499.3,40.8,28.7,12.1,1.91,0.0,35.2,NORMAL,C-V2V,62.58,0.028,-72.8,NORMAL_DRIVING,99.0,0.116,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000165,VEH-078,AMBULANCE,VEH-239,649.8,18.8,24.1,-5.3,0.97,0.0,19.8,NORMAL,C-V2V,28.35,0.007,-78.5,EMERGENCY_VEHICLE,99.0,0.029,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-000166,VEH-030,MOTORBIKE,VEH-154,133.6,84.8,70.0,14.8,-6.4,6.4,11.5,HARD_BRAKING,DSRC,7.57,0.023,-64.5,SUDDEN_BRAKING,32.5,0.023,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-000167,VEH-003,AMBULANCE,VEH-256,80.9,80.5,59.2,21.3,0.95,0.0,9.3,NORMAL,DSRC,4.37,0.007,-52.7,NORMAL_DRIVING,13.67,0.094,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000168,VEH-074,SUV,VEH-256,26.4,39.8,23.5,16.3,-1.36,1.36,47.1,LIGHT_BRAKING,C-V2V,36.28,0.028,-58.6,NORMAL_DRIVING,5.83,0.642,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-000169,VEH-108,CAR,VEH-260,118.8,62.7,64.3,-1.6,-1.09,1.09,25.2,LIGHT_BRAKING,DSRC,3.17,0.022,-59.5,NORMAL_DRIVING,99.0,0.106,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000170,VEH-127,SUV,VEH-296,29.8,37.5,48.3,-10.8,1.7,0.0,46.1,NORMAL,DSRC,3.54,0.005,-43.1,HAZARD,99.0,0.065,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000171,VEH-076,SUV,VEH-246,242.5,71.2,84.0,-12.8,-8.6,8.6,34.2,HARD_BRAKING,DSRC,7.84,0.048,-82.4,SUDDEN_BRAKING,99.0,0.135,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-000172,VEH-023,TRUCK,VEH-277,23.2,67.1,62.5,4.6,0.37,0.0,27.2,NORMAL,C-V2V,41.84,0.017,-61.0,HAZARD,18.16,0.025,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000173,VEH-046,BUS,VEH-211,462.4,60.8,72.7,-11.9,-8.99,8.99,21.8,HARD_BRAKING,C-V2V,59.19,0.007,-77.8,SUDDEN_BRAKING,99.0,0.123,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-000174,VEH-139,MOTORBIKE,VEH-247,223.6,79.3,71.1,8.2,0.03,0.0,1.0,NORMAL,DSRC,4.08,0.036,-78.8,NORMAL_DRIVING,98.17,0.117,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000175,VEH-042,AMBULANCE,VEH-159,20.4,38.5,43.8,-5.3,-6.54,6.54,0.1,HARD_BRAKING,DSRC,8.42,0.004,-46.2,SUDDEN_BRAKING,99.0,0.822,1,CRITICAL,SYNTHETIC V2V TELEMETRY
V2V-MSG-000176,VEH-076,CAR,VEH-252,946.9,36.4,52.0,-15.6,-1.39,1.39,23.1,LIGHT_BRAKING,C-V2V,52.49,0.006,-87.0,NORMAL_DRIVING,99.0,0.064,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000177,VEH-024,MOTORBIKE,VEH-289,250.2,47.2,51.3,-4.1,1.69,0.0,1.9,NORMAL,DSRC,7.43,0.037,-86.2,HAZARD,99.0,0.041,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000178,VEH-112,SUV,VEH-175,196.8,58.1,48.0,10.1,-2.45,2.45,84.6,LIGHT_BRAKING,DSRC,8.44,0.023,-74.4,NORMAL_DRIVING,70.15,0.04,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000179,VEH-025,SUV,VEH-197,269.4,43.0,19.0,24.0,2.03,0.0,33.5,NORMAL,DSRC,2.98,0.043,-88.2,NORMAL_DRIVING,40.41,0.14,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000180,VEH-061,CAR,VEH-203,189.9,25.6,31.7,-6.1,-2.12,2.12,28.6,LIGHT_BRAKING,DSRC,5.2,0.023,-74.7,NORMAL_DRIVING,99.0,0.119,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000181,VEH-075,MOTORBIKE,VEH-300,479.2,71.5,55.8,15.7,-1.38,1.38,32.7,LIGHT_BRAKING,C-V2V,34.93,0.013,-76.2,HAZARD,99.0,0.024,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000182,VEH-032,CAR,VEH-158,131.1,62.0,63.1,-1.1,-7.31,7.31,22.5,HARD_BRAKING,DSRC,7.01,0.021,-60.9,SUDDEN_BRAKING,99.0,0.106,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-000183,VEH-109,MOTORBIKE,VEH-283,35.0,78.6,86.3,-7.7,-7.92,7.92,77.4,HARD_BRAKING,DSRC,3.66,0.01,-44.0,SUDDEN_BRAKING,99.0,0.694,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-000184,VEH-122,CAR,VEH-229,997.5,37.0,21.2,15.8,-0.26,0.26,31.5,LIGHT_BRAKING,C-V2V,44.1,0.022,-93.4,NORMAL_DRIVING,99.0,0.08,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000185,VEH-013,SUV,VEH-245,125.9,62.8,46.1,16.7,-0.9,0.9,33.8,LIGHT_BRAKING,DSRC,3.05,0.015,-65.0,NORMAL_DRIVING,27.14,0.065,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000186,AMB-07,AMBULANCE,VEH-293,124.6,75.3,78.6,-3.3,-1.6,1.6,24.7,LIGHT_BRAKING,DSRC,7.48,0.02,-61.4,NORMAL_DRIVING,99.0,0.031,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000187,VEH-097,MOTORBIKE,VEH-270,306.5,51.3,38.5,12.8,-2.26,2.26,5.0,LIGHT_BRAKING,C-V2V,58.52,0.027,-69.9,HAZARD,86.2,0.064,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000188,VEH-017,SUV,VEH-196,818.5,55.0,59.5,-4.5,2.21,0.0,21.6,NORMAL,C-V2V,49.4,0.031,-85.5,NORMAL_DRIVING,99.0,0.124,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000189,AMB-07,AMBULANCE,VEH-299,34.2,18.6,0.0,18.6,-1.32,1.32,20.1,LIGHT_BRAKING,DSRC,3.2,0.006,-45.5,NORMAL_DRIVING,6.62,0.084,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000190,AMB-07,AMBULANCE,VEH-283,348.2,17.3,0.0,17.3,-1.12,1.12,32.8,LIGHT_BRAKING,C-V2V,46.57,0.024,-70.1,NORMAL_DRIVING,72.46,0.055,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000191,VEH-018,AMBULANCE,VEH-255,227.0,83.8,93.1,-9.3,-1.78,1.78,2.0,LIGHT_BRAKING,DSRC,4.81,0.036,-80.0,NORMAL_DRIVING,99.0,0.122,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000192,VEH-097,AMBULANCE,VEH-195,124.2,72.4,53.8,18.6,-9.34,9.34,15.3,HARD_BRAKING,C-V2V,28.71,0.011,-59.7,SUDDEN_BRAKING,24.04,0.037,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-000193,VEH-005,BUS,VEH-247,127.3,39.8,35.4,4.4,0.11,0.0,20.6,NORMAL,C-V2V,30.24,0.017,-63.2,NORMAL_DRIVING,99.0,0.017,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000194,VEH-106,AMBULANCE,VEH-163,105.7,61.8,68.2,-6.4,-1.17,1.17,16.4,LIGHT_BRAKING,DSRC,4.69,0.009,-60.4,NORMAL_DRIVING,99.0,0.044,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000195,VEH-082,MOTORBIKE,VEH-152,224.3,43.2,28.2,15.0,-7.9,7.9,17.1,HARD_BRAKING,DSRC,6.26,0.042,-79.9,SUDDEN_BRAKING,53.83,0.136,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-000196,AMB-07,AMBULANCE,VEH-281,282.7,43.6,58.9,-15.3,-2.02,2.02,70.9,LIGHT_BRAKING,DSRC,8.17,0.055,-88.1,NORMAL_DRIVING,99.0,0.098,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000197,AMB-07,AMBULANCE,VEH-278,26.8,66.3,67.8,-1.5,-2.14,2.14,30.8,LIGHT_BRAKING,DSRC,8.03,0.007,-46.1,PEDESTRIAN_CONFLICT,99.0,0.021,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000198,VEH-137,BUS,VEH-222,248.7,71.2,68.6,2.6,0.55,0.0,36.8,NORMAL,DSRC,3.44,0.039,-82.9,NORMAL_DRIVING,99.0,0.064,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000199,VEH-022,BUS,VEH-251,92.2,37.9,45.8,-7.9,1.8,0.0,21.6,NORMAL,DSRC,5.44,0.018,-58.3,NORMAL_DRIVING,99.0,0.041,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000200,VEH-125,MOTORBIKE,VEH-202,259.1,70.4,49.6,20.8,1.87,0.0,16.9,NORMAL,C-V2V,55.18,0.026,-66.2,NORMAL_DRIVING,44.84,0.061,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000201,VEH-026,AMBULANCE,VEH-280,820.7,39.5,40.2,-0.7,1.2,0.0,7.4,NORMAL,C-V2V,61.33,0.026,-85.6,NORMAL_DRIVING,99.0,0.021,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000202,VEH-024,SUV,VEH-289,344.8,76.4,60.2,16.2,-8.06,8.06,38.8,HARD_BRAKING,C-V2V,26.78,0.025,-72.9,SUDDEN_BRAKING,76.62,0.11,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-000203,VEH-042,MOTORBIKE,VEH-174,277.8,84.0,76.8,7.2,0.02,0.0,39.9,NORMAL,DSRC,2.43,0.057,-87.2,PEDESTRIAN_CONFLICT,99.0,0.064,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000204,VEH-072,SUV,VEH-260,113.2,31.4,49.8,-18.4,1.53,0.0,26.4,NORMAL,DSRC,8.08,0.011,-58.4,NORMAL_DRIVING,99.0,0.134,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000205,VEH-111,AMBULANCE,VEH-199,82.8,65.2,53.0,12.2,-8.52,8.52,5.0,HARD_BRAKING,DSRC,3.63,0.018,-53.9,SUDDEN_BRAKING,24.43,0.145,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-000206,VEH-009,TRUCK,VEH-289,154.7,37.7,48.1,-10.4,0.68,0.0,51.3,NORMAL,DSRC,3.78,0.015,-68.9,NORMAL_DRIVING,99.0,0.091,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000207,VEH-012,CAR,VEH-281,1136.8,29.1,9.0,20.1,-8.69,8.69,28.9,HARD_BRAKING,C-V2V,33.95,0.019,-94.0,SUDDEN_BRAKING,99.0,0.133,1,WARNING,SYNTHETIC V2V TELEMETRY
V2V-MSG-000208,VEH-013,MOTORBIKE,VEH-207,41.3,57.3,76.5,-19.2,1.57,0.0,24.6,NORMAL,C-V2V,55.36,0.006,-57.6,HAZARD,99.0,0.131,0,SAFE,SYNTHETIC V2V TELEMETRY
V2V-MSG-000209,VEH-077,TRUCK,VEH-262,992.2,65.6,65.7,-0.1,0.39,0.0,20.1,NORMAL,C-V2V,62.24,0.017,-91.3,NORMAL_DRIVING,99.0,0.104,0,SAFE,SYNTHETIC V2V TELEMETRY
