record_id,timestamp,hour,zone_id,zone_name,lead_deceleration_mps2,approaching_speed_kmh,inter_vehicle_distance_m,time_to_collision_sec,v2v_warning_latency_ms,driver_reaction_time_sec,road_friction_coeff,traffic_density,secondary_collision_risk,reroute_recommended,synthetic_label
SEC-000126,2026-01-20 13:47:00,13,BLR-HEBBL-04,Hebbal Flyover,2.77,56.8,80.6,5.11,11.91,1.01,0.81,0.52,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000127,2026-02-23 01:27:00,1,BLR-WFIELD-07,Whitefield ITPL Main Gate,4.97,79.4,81.0,3.67,5.55,0.92,0.42,0.63,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000128,2026-03-18 18:36:00,18,BLR-YESHW-12,Yeshwanthpur TTMC Circle,2.52,50.5,19.1,1.36,10.87,1.94,0.72,0.22,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000129,2026-02-10 18:32:00,18,BLR-YESHW-12,Yeshwanthpur TTMC Circle,4.9,80.4,33.3,1.49,2.77,2.12,0.57,0.51,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000130,2026-02-11 10:23:00,10,BLR-MGROAD-11,MG Road Brigade Jn,9.92,48.5,70.6,5.24,8.42,1.31,0.69,0.88,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000131,2026-03-07 00:08:00,0,BLR-SILK-01,Silk Board Junction,6.9,66.0,47.3,2.58,7.58,2.05,0.81,0.29,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000132,2026-03-10 03:03:00,3,BLR-ECITY-02,Electronic City Toll,9.19,33.7,36.7,3.92,9.28,1.2,0.78,0.46,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000133,2026-03-12 11:07:00,11,BLR-ECITY-02,Electronic City Toll,11.36,62.2,121.7,7.04,7.72,2.18,0.51,0.66,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000134,2026-03-06 19:09:00,19,BLR-SILK-01,Silk Board Junction,9.4,83.3,97.4,4.21,11.13,1.2,0.39,0.55,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000135,2026-01-07 09:36:00,9,BLR-KORAM-09,Koramangala Sony World Jn,7.86,54.8,39.0,2.56,8.32,1.24,0.74,0.47,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000136,2026-02-17 12:06:00,12,BLR-ECITY-02,Electronic City Toll,5.02,36.0,15.7,1.57,8.64,0.78,0.73,0.53,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000137,2026-03-19 17:08:00,17,BLR-HEBBL-04,Hebbal Flyover,7.59,34.6,86.7,9.02,5.8,1.68,0.5,0.3,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000138,2026-02-13 22:45:00,22,BLR-HEBBL-04,Hebbal Flyover,3.88,69.8,138.6,7.15,6.4,1.2,0.85,0.48,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000139,2026-02-01 18:04:00,18,BLR-HEBBL-04,Hebbal Flyover,4.67,78.3,100.2,4.61,10.45,1.7,0.7,0.33,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000140,2026-02-04 20:58:00,20,BLR-MARATH-05,Marathahalli Bridge,7.14,25.1,95.1,13.64,5.76,1.37,0.45,0.82,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000141,2026-03-16 20:52:00,20,BLR-ECITY-02,Electronic City Toll,10.53,36.9,124.0,12.1,6.34,1.52,0.84,0.95,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000142,2026-03-12 05:42:00,5,BLR-SILK-01,Silk Board Junction,4.81,67.0,9.9,0.53,2.69,0.99,0.57,0.98,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000143,2026-03-15 17:56:00,17,BLR-KORAM-09,Koramangala Sony World Jn,4.99,73.3,34.0,1.67,3.19,1.1,0.77,0.83,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000144,2026-02-04 10:18:00,10,BLR-ECITY-02,Electronic City Toll,9.51,56.1,138.3,8.87,10.26,1.17,0.39,0.37,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000145,2026-02-09 23:41:00,23,BLR-KRPUR-03,KR Puram Hanging Bridge,7.71,83.5,46.2,1.99,9.17,0.9,0.36,0.97,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000146,2026-03-11 16:03:00,16,BLR-INDIRA-10,Indiranagar 100ft Road,6.28,68.8,84.6,4.43,5.63,1.82,0.75,0.23,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000147,2026-02-11 08:56:00,8,BLR-SILK-01,Silk Board Junction,5.59,76.4,31.1,1.47,8.71,0.85,0.82,0.18,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000148,2026-01-04 06:50:00,6,BLR-MGROAD-11,MG Road Brigade Jn,6.54,78.1,11.9,0.55,3.47,2.1,0.78,0.42,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000149,2026-02-12 19:56:00,19,BLR-HEBBL-04,Hebbal Flyover,5.47,22.8,94.6,14.94,11.39,1.94,0.81,0.78,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000150,2026-01-09 01:43:00,1,BLR-INDIRA-10,Indiranagar 100ft Road,8.94,77.9,84.1,3.89,3.32,1.93,0.49,0.29,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000151,2026-01-12 21:20:00,21,BLR-YESHW-12,Yeshwanthpur TTMC Circle,2.82,64.0,16.3,0.92,5.29,1.42,0.51,0.83,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000152,2026-01-01 02:36:00,2,BLR-HEBBL-04,Hebbal Flyover,10.21,28.1,34.6,4.43,11.51,0.88,0.76,0.72,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000153,2026-03-04 22:13:00,22,BLR-ECITY-02,Electronic City Toll,6.62,76.6,70.4,3.31,8.46,1.74,0.83,0.79,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000154,2026-01-07 09:31:00,9,BLR-KORAM-09,Koramangala Sony World Jn,7.69,43.3,73.6,6.12,4.48,1.98,0.62,0.21,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000155,2026-02-03 00:31:00,0,BLR-MGROAD-11,MG Road Brigade Jn,7.22,70.2,81.9,4.2,8.46,1.79,0.73,0.91,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000156,2026-03-01 20:38:00,20,BLR-MARATH-05,Marathahalli Bridge,11.0,55.0,121.1,7.93,5.53,1.19,0.39,0.9,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000157,2026-02-01 09:36:00,9,BLR-KORAM-09,Koramangala Sony World Jn,7.97,34.0,97.4,10.31,8.0,0.89,0.74,0.88,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000158,2026-01-09 20:36:00,20,BLR-KORAM-09,Koramangala Sony World Jn,2.7,76.6,12.2,0.57,7.22,1.46,0.54,0.59,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000159,2026-01-10 12:31:00,12,BLR-SILK-01,Silk Board Junction,9.26,72.4,34.3,1.71,6.79,1.72,0.71,0.43,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000160,2026-01-13 19:04:00,19,BLR-HEBBL-04,Hebbal Flyover,10.18,23.8,123.8,18.73,3.83,1.96,0.37,0.25,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000161,2026-01-02 02:07:00,2,BLR-KRPUR-03,KR Puram Hanging Bridge,3.59,57.2,89.7,5.65,2.88,1.94,0.46,0.37,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000162,2026-03-09 15:15:00,15,BLR-ECITY-02,Electronic City Toll,6.68,48.9,65.6,4.83,7.09,1.33,0.51,0.39,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000163,2026-03-21 21:51:00,21,BLR-SILK-01,Silk Board Junction,8.34,36.3,121.3,12.03,3.18,1.81,0.79,0.56,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000164,2026-01-10 02:36:00,2,BLR-KORAM-09,Koramangala Sony World Jn,10.87,71.6,10.3,0.52,11.22,1.59,0.72,0.72,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000165,2026-03-16 03:08:00,3,BLR-ORR-08,Outer Ring Road Sarjapur Jn,4.43,20.9,19.3,3.32,6.94,1.52,0.7,0.27,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000166,2026-01-02 10:38:00,10,BLR-MARATH-05,Marathahalli Bridge,2.78,22.3,124.0,20.02,5.84,1.81,0.62,0.28,LOW,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000167,2026-01-20 00:47:00,0,BLR-ECITY-02,Electronic City Toll,5.67,71.9,139.5,6.98,4.86,1.42,0.66,0.24,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000168,2026-01-23 20:24:00,20,BLR-KORAM-09,Koramangala Sony World Jn,3.11,71.9,17.2,0.86,5.31,1.44,0.37,0.62,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000169,2026-02-21 21:46:00,21,BLR-BELLAN-06,Bellandur EcoSpace,9.74,26.1,23.6,3.26,11.14,2.09,0.37,0.75,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000170,2026-02-17 14:09:00,14,BLR-INDIRA-10,Indiranagar 100ft Road,8.62,82.3,40.9,1.79,5.0,1.41,0.5,0.8,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000171,2026-03-03 19:47:00,19,BLR-SILK-01,Silk Board Junction,6.87,77.4,64.0,2.98,7.61,1.81,0.48,0.26,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000172,2026-02-04 20:47:00,20,BLR-ORR-08,Outer Ring Road Sarjapur Jn,11.3,83.5,22.9,0.99,10.99,0.99,0.42,0.17,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000173,2026-03-02 16:37:00,16,BLR-INDIRA-10,Indiranagar 100ft Road,10.15,72.4,83.8,4.17,4.6,2.05,0.76,0.24,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000174,2026-02-12 09:05:00,9,BLR-SILK-01,Silk Board Junction,9.09,27.4,112.3,14.75,10.76,1.82,0.59,0.78,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000175,2026-03-14 22:09:00,22,BLR-ECITY-02,Electronic City Toll,6.97,65.0,65.1,3.61,8.03,1.21,0.75,0.51,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000176,2026-01-03 18:02:00,18,BLR-KRPUR-03,KR Puram Hanging Bridge,3.82,42.0,12.7,1.09,4.6,1.7,0.57,0.33,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000177,2026-03-23 15:38:00,15,BLR-MARATH-05,Marathahalli Bridge,6.71,69.6,137.0,7.09,6.75,2.07,0.79,0.37,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000178,2026-01-12 17:36:00,17,BLR-KRPUR-03,KR Puram Hanging Bridge,5.49,71.2,137.2,6.94,9.26,1.12,0.57,0.45,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000179,2026-02-02 04:10:00,4,BLR-YESHW-12,Yeshwanthpur TTMC Circle,6.97,63.2,66.6,3.79,2.67,1.68,0.72,0.79,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000180,2026-02-06 11:52:00,11,BLR-INDIRA-10,Indiranagar 100ft Road,6.56,76.9,25.8,1.21,4.96,1.68,0.38,0.85,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000181,2026-01-15 03:54:00,3,BLR-MARATH-05,Marathahalli Bridge,6.3,26.7,123.9,16.71,8.07,2.01,0.77,0.47,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000182,2026-01-01 04:39:00,4,BLR-ORR-08,Outer Ring Road Sarjapur Jn,7.59,32.2,66.6,7.45,5.11,1.01,0.58,0.41,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000183,2026-01-09 04:43:00,4,BLR-ORR-08,Outer Ring Road Sarjapur Jn,2.3,58.6,57.5,3.53,11.39,1.22,0.78,0.68,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000184,2026-01-09 00:17:00,0,BLR-KORAM-09,Koramangala Sony World Jn,6.48,24.1,12.0,1.79,9.75,2.13,0.42,0.9,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000185,2026-02-21 17:26:00,17,BLR-SILK-01,Silk Board Junction,7.59,24.1,97.4,14.55,10.99,1.71,0.62,0.86,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000186,2026-02-24 17:56:00,17,BLR-KRPUR-03,KR Puram Hanging Bridge,5.48,58.3,43.1,2.66,10.23,0.77,0.49,0.28,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000187,2026-01-24 19:44:00,19,BLR-SILK-01,Silk Board Junction,8.13,67.4,59.7,3.19,8.56,1.13,0.58,0.34,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000188,2026-02-03 06:41:00,6,BLR-BELLAN-06,Bellandur EcoSpace,5.97,27.5,32.1,4.2,3.92,1.87,0.58,0.39,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000189,2026-03-13 17:12:00,17,BLR-SILK-01,Silk Board Junction,10.53,77.7,64.3,2.98,10.58,1.94,0.71,0.5,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000190,2026-03-04 20:47:00,20,BLR-ECITY-02,Electronic City Toll,3.05,38.1,78.7,7.44,7.82,1.71,0.63,0.43,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000191,2026-02-17 15:57:00,15,BLR-MGROAD-11,MG Road Brigade Jn,7.79,31.2,66.3,7.65,9.41,1.1,0.64,0.73,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000192,2026-02-15 13:30:00,13,BLR-SILK-01,Silk Board Junction,7.94,36.5,41.8,4.12,4.57,1.23,0.48,0.85,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000193,2026-02-20 23:50:00,23,BLR-YESHW-12,Yeshwanthpur TTMC Circle,10.08,84.7,70.7,3.0,7.02,0.81,0.69,0.52,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000194,2026-03-14 15:06:00,15,BLR-BELLAN-06,Bellandur EcoSpace,7.86,39.1,138.6,12.76,3.06,1.83,0.68,0.41,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000195,2026-03-28 08:24:00,8,BLR-ECITY-02,Electronic City Toll,6.57,36.9,129.7,12.65,10.99,0.72,0.61,0.85,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000196,2026-02-16 19:44:00,19,BLR-INDIRA-10,Indiranagar 100ft Road,11.1,68.5,43.1,2.27,11.87,2.02,0.58,0.7,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000197,2026-03-25 12:57:00,12,BLR-SILK-01,Silk Board Junction,3.61,82.8,46.0,2.0,6.26,1.39,0.48,0.17,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000198,2026-03-20 09:11:00,9,BLR-KRPUR-03,KR Puram Hanging Bridge,7.65,50.1,80.6,5.79,3.14,1.53,0.46,0.46,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000199,2026-02-10 22:23:00,22,BLR-KRPUR-03,KR Puram Hanging Bridge,9.15,23.3,122.6,18.94,10.36,1.89,0.72,0.78,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000200,2026-03-29 05:32:00,5,BLR-MGROAD-11,MG Road Brigade Jn,10.49,50.9,52.3,3.7,6.56,1.43,0.4,0.44,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000201,2026-02-22 01:01:00,1,BLR-INDIRA-10,Indiranagar 100ft Road,10.99,56.4,43.2,2.76,6.23,1.7,0.69,0.29,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000202,2026-02-20 00:02:00,0,BLR-SILK-01,Silk Board Junction,6.01,34.7,17.7,1.84,8.43,1.73,0.74,0.85,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000203,2026-02-02 23:52:00,23,BLR-MGROAD-11,MG Road Brigade Jn,5.86,56.5,118.6,7.56,3.49,1.5,0.4,0.96,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000204,2026-03-24 00:17:00,0,BLR-WFIELD-07,Whitefield ITPL Main Gate,3.9,54.0,121.2,8.08,11.41,1.86,0.77,0.16,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000205,2026-01-10 08:56:00,8,BLR-WFIELD-07,Whitefield ITPL Main Gate,8.37,74.7,95.2,4.59,8.28,0.79,0.67,0.33,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000206,2026-01-25 03:33:00,3,BLR-KORAM-09,Koramangala Sony World Jn,7.11,45.2,100.1,7.97,3.86,2.16,0.39,0.94,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000207,2026-02-18 11:41:00,11,BLR-HEBBL-04,Hebbal Flyover,8.49,37.4,40.5,3.9,9.06,0.92,0.81,0.36,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000208,2026-01-27 16:50:00,16,BLR-WFIELD-07,Whitefield ITPL Main Gate,4.25,64.7,81.9,4.56,6.9,1.9,0.81,0.5,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000209,2026-01-29 01:16:00,1,BLR-ORR-08,Outer Ring Road Sarjapur Jn,2.66,32.1,66.1,7.41,8.11,2.1,0.67,0.54,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000210,2026-03-16 07:10:00,7,BLR-SILK-01,Silk Board Junction,2.52,70.5,62.9,3.21,3.11,2.17,0.39,0.92,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000211,2026-03-27 06:05:00,6,BLR-BELLAN-06,Bellandur EcoSpace,7.89,52.0,42.3,2.93,11.07,1.77,0.68,0.73,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000212,2026-03-25 20:19:00,20,BLR-KORAM-09,Koramangala Sony World Jn,6.8,20.9,78.7,13.56,10.92,1.49,0.64,0.77,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000213,2026-03-15 01:26:00,1,BLR-MARATH-05,Marathahalli Bridge,9.36,25.6,15.4,2.17,4.52,1.29,0.78,0.27,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000214,2026-01-23 19:08:00,19,BLR-HEBBL-04,Hebbal Flyover,4.37,54.5,85.9,5.67,11.64,1.12,0.46,0.38,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000215,2026-01-01 15:38:00,15,BLR-MARATH-05,Marathahalli Bridge,3.35,66.8,128.5,6.93,7.54,1.65,0.6,0.96,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000216,2026-02-06 07:07:00,7,BLR-BELLAN-06,Bellandur EcoSpace,8.63,34.8,110.9,11.47,3.77,1.81,0.53,0.43,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000217,2026-01-09 01:50:00,1,BLR-WFIELD-07,Whitefield ITPL Main Gate,9.11,39.5,23.4,2.13,5.7,2.14,0.44,0.4,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000218,2026-02-09 07:06:00,7,BLR-BELLAN-06,Bellandur EcoSpace,3.05,74.8,56.4,2.71,9.61,2.03,0.38,0.23,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000219,2026-01-28 09:31:00,9,BLR-BELLAN-06,Bellandur EcoSpace,2.55,37.2,105.7,10.23,9.77,0.93,0.8,0.55,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000220,2026-01-15 15:35:00,15,BLR-MARATH-05,Marathahalli Bridge,3.76,46.6,120.2,9.29,4.85,1.39,0.59,0.5,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000221,2026-03-07 00:13:00,0,BLR-YESHW-12,Yeshwanthpur TTMC Circle,8.98,37.7,37.3,3.56,9.64,1.37,0.55,0.72,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000222,2026-03-03 01:34:00,1,BLR-SILK-01,Silk Board Junction,10.42,24.4,90.8,13.4,4.77,0.76,0.72,0.69,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000223,2026-03-11 11:53:00,11,BLR-MGROAD-11,MG Road Brigade Jn,10.87,31.5,87.7,10.02,9.08,0.88,0.42,0.73,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000224,2026-02-13 01:18:00,1,BLR-ECITY-02,Electronic City Toll,2.15,80.5,33.9,1.52,2.91,1.74,0.38,0.26,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000225,2026-01-04 10:41:00,10,BLR-KRPUR-03,KR Puram Hanging Bridge,8.76,43.9,66.2,5.43,10.14,0.77,0.82,0.83,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000226,2026-02-17 20:15:00,20,BLR-ORR-08,Outer Ring Road Sarjapur Jn,4.77,39.7,96.0,8.71,6.89,1.11,0.59,0.87,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000227,2026-02-13 22:30:00,22,BLR-MGROAD-11,MG Road Brigade Jn,6.4,45.0,45.5,3.64,11.19,2.03,0.45,0.51,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000228,2026-03-26 05:30:00,5,BLR-INDIRA-10,Indiranagar 100ft Road,2.36,30.7,14.0,1.64,5.22,2.15,0.8,0.91,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000229,2026-02-07 08:52:00,8,BLR-INDIRA-10,Indiranagar 100ft Road,8.22,25.5,63.0,8.89,11.54,1.53,0.41,0.68,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000230,2026-02-04 17:11:00,17,BLR-ORR-08,Outer Ring Road Sarjapur Jn,9.04,37.7,138.2,13.2,9.05,1.79,0.54,0.36,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000231,2026-02-25 04:54:00,4,BLR-KORAM-09,Koramangala Sony World Jn,3.03,25.6,121.2,17.04,5.89,1.14,0.38,0.79,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000232,2026-03-20 21:55:00,21,BLR-YESHW-12,Yeshwanthpur TTMC Circle,11.43,33.2,24.5,2.66,10.5,1.49,0.69,0.63,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000233,2026-01-04 08:20:00,8,BLR-HEBBL-04,Hebbal Flyover,8.06,51.6,114.4,7.98,8.03,1.75,0.73,0.71,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000234,2026-02-21 01:18:00,1,BLR-INDIRA-10,Indiranagar 100ft Road,9.19,23.0,111.6,17.47,6.42,0.8,0.48,0.61,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000235,2026-02-09 23:46:00,23,BLR-KORAM-09,Koramangala Sony World Jn,4.17,74.7,101.3,4.88,11.57,2.12,0.57,0.46,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000236,2026-01-04 09:20:00,9,BLR-YESHW-12,Yeshwanthpur TTMC Circle,10.63,55.9,129.8,8.36,8.61,1.75,0.5,0.52,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000237,2026-03-22 08:41:00,8,BLR-MARATH-05,Marathahalli Bridge,10.17,69.6,27.0,1.4,8.63,1.0,0.68,0.43,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000238,2026-01-15 21:17:00,21,BLR-MARATH-05,Marathahalli Bridge,7.26,34.8,113.0,11.69,3.53,2.12,0.68,0.58,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000239,2026-02-02 07:57:00,7,BLR-KRPUR-03,KR Puram Hanging Bridge,4.8,50.3,65.5,4.69,4.85,1.97,0.5,0.52,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
SEC-000240,2026-03-11 21:59:00,21,BLR-ECITY-02,Electronic City Toll,10.99,44.6,78.9,6.37,4.27,1.11,0.8,0.98,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000241,2026-02-26 20:21:00,20,BLR-MARATH-05,Marathahalli Bridge,9.25,65.9,24.3,1.33,5.31,1.79,0.43,0.77,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000242,2026-02-14 14:38:00,14,BLR-ECITY-02,Electronic City Toll,8.19,28.9,11.8,1.47,7.21,1.58,0.57,0.16,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000243,2026-01-22 07:35:00,7,BLR-WFIELD-07,Whitefield ITPL Main Gate,10.0,82.6,91.7,4.0,3.42,1.86,0.69,0.66,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000244,2026-03-21 00:21:00,0,BLR-HEBBL-04,Hebbal Flyover,5.26,68.0,51.5,2.73,5.19,1.52,0.7,0.42,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000245,2026-03-23 12:59:00,12,BLR-SILK-01,Silk Board Junction,7.15,69.4,12.7,0.66,6.67,1.24,0.55,0.65,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000246,2026-02-06 06:05:00,6,BLR-SILK-01,Silk Board Junction,5.12,24.4,32.8,4.84,10.12,1.1,0.47,0.72,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000247,2026-03-27 02:31:00,2,BLR-INDIRA-10,Indiranagar 100ft Road,10.55,40.9,76.2,6.71,7.54,1.0,0.85,0.15,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000248,2026-01-08 05:00:00,5,BLR-MGROAD-11,MG Road Brigade Jn,8.09,70.0,58.0,2.98,9.6,1.88,0.37,0.16,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000249,2026-02-21 10:49:00,10,BLR-MGROAD-11,MG Road Brigade Jn,7.54,60.9,37.5,2.22,6.45,2.01,0.54,0.15,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000250,2026-01-02 12:01:00,12,BLR-ECITY-02,Electronic City Toll,9.54,70.5,56.8,2.9,7.47,1.63,0.7,0.34,CRITICAL,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000251,2026-02-19 10:56:00,10,BLR-ORR-08,Outer Ring Road Sarjapur Jn,7.62,54.7,116.8,7.69,3.97,1.59,0.53,0.82,HIGH,1,SYNTHETIC_V2V_COLLISION_RISK
SEC-000252,2026-01-27 06:58:00,6,BLR-HEBBL-04,Hebbal Flyover,2.06,71.1,139.5,7.06,9.31,1.55,0.83,0.43,MEDIUM,0,SYNTHETIC_V2V_COLLISION_RISK
